ts,hefei,ningbo,wenzhou,wuhan,wuxi
430,16.31,100.0,11.77,100.0,100.0
435,16.31,100.0,11.77,100.0,100.0
440,16.31,100.0,11.77,100.0,100.0
445,16.31,100.0,11.77,100.0,100.0
450,16.31,100.0,11.77,100.0,100.0
455,16.31,100.0,11.77,100.0,100.0
460,16.31,100.0,11.77,100.0,100.0
465,16.31,100.0,11.77,100.0,100.0
470,16.31,100.0,11.77,100.0,100.0
475,16.31,100.0,11.77,100.0,100.0
480,16.31,100.0,11.77,100.0,100.0
485,16.31,100.0,11.77,100.0,100.0
490,16.31,100.0,11.77,100.0,100.0
495,16.31,100.0,11.77,100.0,100.0
500,16.31,100.0,11.77,100.0,100.0
505,16.31,100.0,11.77,100.0,100.0
510,16.31,100.0,11.77,100.0,100.0
515,16.31,100.0,11.77,100.0,100.0
520,16.31,100.0,11.77,100.0,100.0
525,16.31,100.0,11.77,100.0,100.0
530,16.31,100.0,11.77,100.0,100.0
535,16.31,100.0,29.87,100.0,100.0
540,16.31,100.0,100.0,100.0,100.0
545,16.31,100.0,100.0,100.0,100.0
550,16.31,100.0,100.0,100.0,100.0
555,16.31,100.0,100.0,100.0,100.0
560,16.31,100.0,100.0,100.0,100.0
565,16.31,100.0,100.0,100.0,100.0
570,16.31,100.0,100.0,100.0,100.0
575,16.31,100.0,100.0,100.0,100.0
580,16.31,100.0,100.0,100.0,100.0
585,16.31,100.0,100.0,100.0,100.0
590,16.31,100.0,100.0,100.0,100.0
595,16.31,100.0,100.0,100.0,100.0
600,16.55,98.83,98.99,99.99,99.92
605,16.55,98.69,98.86,99.99,99.91
610,16.55,98.64,98.82,99.99,99.9
615,16.55,98.6,98.79,99.99,99.9
620,16.55,98.57,98.76,99.99,99.9
625,16.55,98.55,98.74,99.99,99.9
630,16.55,98.53,98.72,99.99,99.9
635,16.55,98.51,10.76,99.99,99.89
640,16.55,98.49,98.69,99.99,99.89
645,16.55,98.48,98.68,99.99,99.89
650,16.55,98.46,98.67,99.99,99.89
655,16.55,98.45,98.66,99.99,99.89
660,16.55,98.44,98.65,99.99,99.89
665,16.55,98.43,98.64,99.99,99.89
670,16.55,98.42,45.53,99.99,99.89
675,16.55,98.41,10.76,99.99,99.89
680,16.55,98.41,10.76,99.99,99.89
685,16.55,98.4,10.76,99.99,99.89
690,16.55,98.39,10.76,99.99,99.89
695,16.55,98.39,10.76,99.99,99.89
700,16.55,98.38,10.76,99.99,99.89
705,16.55,98.38,10.76,99.99,99.89
710,16.55,98.37,10.76,99.99,99.88
715,16.55,98.37,10.76,99.99,99.88
720,16.55,98.36,10.76,99.99,99.88
725,100.0,98.36,18.4,99.99,99.88
730,65.6,98.35,10.76,99.99,99.88
735,39.31,98.35,18.46,99.99,99.88
740,39.63,98.35,10.76,99.99,99.88
745,39.63,98.34,10.76,99.99,99.88
750,38.1,98.34,10.76,99.99,99.88
755,35.84,98.34,10.76,99.99,99.88
760,35.84,98.34,10.76,99.99,99.88
765,35.85,98.33,10.76,99.99,99.88
770,35.85,98.33,10.76,99.99,99.88
775,35.86,98.33,10.76,99.99,99.88
780,35.86,98.33,10.76,99.99,99.88
785,35.86,98.32,10.76,99.99,99.88
790,35.87,98.32,10.76,99.99,99.88
795,35.87,98.32,10.76,99.99,99.88
800,35.87,98.32,10.76,99.99,99.88
805,35.88,98.32,10.76,99.99,99.88
810,35.88,98.32,10.76,99.99,99.88
815,35.88,98.31,10.76,99.99,99.88
820,35.88,98.31,10.76,99.99,99.88
825,35.89,98.31,10.76,99.99,99.88
830,35.89,98.31,10.76,99.99,99.88
835,35.89,98.31,10.76,99.99,99.88
840,35.89,98.31,10.76,99.99,99.88
845,16.55,98.31,10.76,99.99,99.88
850,16.55,98.31,10.76,99.99,99.88
855,16.55,98.31,10.76,99.99,99.88
860,16.55,98.3,10.76,99.99,99.88
865,16.55,98.3,10.76,99.99,99.88
870,16.55,98.3,10.76,99.99,99.88
875,16.55,98.3,10.76,99.99,99.88
880,16.55,98.3,10.76,99.99,99.88
885,16.55,98.3,10.76,99.99,99.88
890,16.55,98.3,10.76,99.99,99.88
895,16.55,98.3,10.76,99.99,99.88
900,16.55,98.3,10.76,99.99,99.88
905,16.55,98.3,10.76,99.99,99.88
910,16.55,98.3,10.76,99.99,99.88
915,16.55,98.3,10.76,99.99,99.88
920,16.55,98.3,10.76,99.99,99.88
925,16.55,98.3,10.76,99.99,99.88
930,16.55,98.3,10.76,99.99,99.88
935,16.55,98.3,10.76,99.99,99.88
940,16.55,98.3,10.76,99.99,99.88
945,16.55,98.3,10.76,99.99,99.88
950,16.55,98.3,10.76,99.99,99.88
955,16.55,98.3,10.76,99.99,99.88
960,16.55,98.29,10.76,99.99,99.88
965,16.55,98.29,10.76,99.99,99.88
970,16.55,98.29,10.76,99.99,99.88
975,16.55,98.29,10.76,99.99,99.88
980,16.55,98.29,10.76,99.99,99.88
985,16.55,98.29,10.76,99.99,99.88
990,16.55,98.29,10.76,99.99,99.88
995,16.55,98.29,10.76,99.99,99.88
1000,16.55,98.29,10.76,99.99,99.88
1005,16.55,98.29,10.76,99.99,99.88
1010,16.55,98.29,10.76,99.99,99.88
1015,16.55,98.29,10.76,99.99,99.88
1020,16.55,98.29,10.76,99.99,99.88
1025,16.55,98.29,10.76,99.99,99.88
1030,16.55,98.29,10.76,99.99,99.88
1035,16.55,98.29,10.76,99.99,99.88
1040,16.55,98.29,10.76,99.99,99.88
1045,16.55,98.29,10.76,99.99,99.88
1050,16.55,98.29,10.76,99.99,99.88
1055,16.55,98.29,10.76,99.99,99.88
1060,16.55,98.29,10.76,99.99,99.88
1065,16.55,98.29,10.76,99.99,99.88
1070,16.55,98.29,12.68,99.99,99.88
1075,16.55,98.29,10.76,99.99,99.88
1080,16.55,98.29,10.76,99.99,99.88
1085,16.55,98.29,10.76,99.99,99.88
1090,16.55,98.29,10.76,99.99,99.88
1095,16.55,98.29,10.76,99.99,99.88
1100,16.55,98.29,10.76,99.99,99.88
1105,16.55,98.29,10.76,99.99,99.88
1110,16.55,98.29,10.76,99.99,99.88
1115,16.55,98.29,10.76,99.99,99.88
1120,16.55,98.29,10.76,99.99,99.88
1125,16.55,98.29,10.76,99.99,99.88
1130,16.55,98.29,10.76,99.99,99.88
1135,16.55,98.29,10.76,99.99,99.88
1140,16.55,98.29,10.76,99.99,99.88
1145,16.55,98.29,10.76,99.99,99.88
1150,16.55,98.29,10.76,99.99,99.88
1155,16.55,98.29,10.76,99.99,99.88
1160,16.55,98.29,10.76,99.99,99.88
1165,16.55,98.29,10.76,99.99,99.88
1170,16.55,98.29,10.76,99.99,99.88
1175,16.55,98.29,10.76,99.99,99.88
1180,16.55,98.29,10.76,99.99,99.88
1185,16.55,98.29,10.76,99.99,99.88
1190,16.55,98.29,10.76,99.99,99.88
1195,16.55,98.29,10.76,99.99,99.88
1200,16.66,97.65,9.75,99.7,99.82
1205,16.66,97.65,9.75,99.67,99.82
1210,16.66,97.64,9.75,99.66,99.82
1215,57.95,97.64,97.48,99.65,99.82
1220,92.92,97.63,97.47,99.64,99.82
1225,92.89,97.63,97.46,99.64,99.81
1230,92.87,97.62,97.45,99.63,99.81
1235,92.85,97.62,97.44,99.62,99.81
1240,92.83,97.61,97.43,99.62,99.81
1245,92.82,97.61,97.42,99.61,99.81
1250,92.8,97.6,97.41,99.61,99.81
1255,92.78,97.6,97.41,99.6,99.81
1260,92.76,97.6,97.4,99.6,99.81
1265,92.75,97.59,97.39,99.6,99.81
1270,92.73,97.59,97.38,99.59,99.81
1275,95.95,97.58,16.49,99.59,99.81
1280,96.21,97.58,9.75,99.59,99.81
1285,96.19,97.58,9.75,99.58,99.81
1290,96.18,97.57,9.75,99.58,99.81
1295,96.17,97.57,9.75,99.58,99.81
1300,96.15,97.57,9.75,99.58,99.81
1305,96.14,97.56,9.75,99.57,99.81
1310,96.13,97.56,9.75,99.57,99.81
1315,96.12,97.56,9.75,99.57,99.81
1320,96.11,97.55,9.75,99.57,99.81
1325,21.09,97.55,9.75,99.56,99.81
1330,16.66,97.55,9.75,99.56,99.81
1335,16.66,97.54,9.75,99.56,99.81
1340,16.66,97.54,9.75,99.56,99.81
1345,16.66,97.54,9.75,99.56,99.81
1350,16.66,97.54,9.75,99.55,99.8
1355,16.66,97.53,9.75,99.55,99.8
1360,16.66,97.53,9.75,99.55,99.8
1365,16.66,97.53,9.75,99.55,99.8
1370,16.66,97.52,9.75,99.55,99.8
1375,16.66,97.52,9.75,99.55,99.8
1380,16.66,97.52,9.75,99.54,99.8
1385,16.66,97.52,9.75,99.54,99.8
1390,16.66,97.51,9.75,99.54,99.8
1395,16.66,97.51,9.75,99.54,99.8
1400,16.66,97.51,9.75,99.54,99.8
1405,16.66,97.51,9.75,99.54,99.8
1410,16.66,97.5,9.75,99.54,99.8
1415,16.66,97.5,9.75,99.53,99.8
1420,16.66,97.5,9.75,99.53,99.8
1425,16.66,97.5,9.75,99.53,99.8
1430,16.66,97.49,9.75,99.53,99.8
1435,16.66,97.49,9.75,99.53,99.8
1440,16.66,97.49,9.75,99.53,99.8
1445,16.66,97.49,9.75,99.53,99.8
1450,16.66,97.49,9.75,99.53,99.8
1455,16.66,97.48,9.75,99.52,99.8
1460,16.66,97.48,9.75,99.52,99.8
1465,16.66,97.48,9.75,99.52,99.8
1470,16.66,97.48,9.75,99.52,99.8
1475,16.66,97.47,9.75,99.52,99.8
1480,16.66,97.47,9.75,99.52,99.8
1485,16.66,97.47,9.75,99.52,99.8
1490,16.66,97.47,9.75,99.52,99.8
1495,16.66,97.47,9.75,99.52,99.8
1500,16.66,97.46,9.75,99.52,99.8
1505,16.66,97.46,9.75,99.51,99.8
1510,16.66,97.46,9.75,99.51,99.8
1515,16.66,97.46,9.75,99.51,99.8
1520,16.66,97.46,9.75,99.51,99.8
1525,16.66,97.45,9.75,99.51,99.8
1530,16.66,97.45,9.75,99.51,99.8
1535,16.66,97.45,9.75,99.51,99.8
1540,16.66,97.45,9.75,99.51,99.8
1545,16.66,97.45,9.75,99.51,99.8
1550,16.66,97.45,9.75,99.51,99.8
