ts,hefei,ningbo,wuhan,wuxi
3755,9.42,30.61,14.1,2.08
3760,9.42,30.61,14.1,2.08
3765,9.42,30.61,14.1,2.08
3770,9.42,30.61,14.1,2.08
3775,9.42,30.61,14.1,2.08
3780,9.42,30.61,14.1,2.08
3785,9.42,30.61,14.1,2.08
3790,9.42,30.61,14.1,2.08
3795,9.42,30.61,14.1,2.08
3800,9.42,30.61,14.1,2.08
3805,9.42,30.61,14.1,2.08
3810,9.42,30.61,14.1,2.08
3815,9.42,30.61,14.1,2.08
3820,9.42,30.61,14.1,2.08
3825,9.42,30.61,14.1,2.08
3830,9.42,30.61,14.1,2.08
3835,9.42,30.61,14.1,2.08
3840,9.42,30.61,14.1,2.08
3845,9.42,30.61,14.1,2.08
3850,9.42,30.61,14.1,2.08
3855,9.42,30.61,14.1,2.08
3860,9.42,30.61,14.1,2.08
3865,9.42,30.61,14.1,2.08
3870,9.42,30.61,14.1,2.08
3875,9.42,30.61,14.1,2.08
3880,9.42,30.61,14.1,2.08
3885,9.42,30.61,14.1,2.08
3890,9.42,30.61,14.1,2.08
3895,9.42,30.61,14.1,2.08
3900,9.42,30.61,14.1,2.08
3905,9.42,30.61,14.1,2.08
3910,9.42,30.61,14.1,2.08
3915,9.42,30.61,14.1,2.08
3920,9.42,30.61,14.1,2.08
3925,9.42,30.61,14.1,2.08
3930,9.42,30.61,14.1,2.08
3935,9.42,30.61,14.1,2.08
3940,9.42,30.61,14.1,2.08
3945,9.42,30.61,14.1,2.08
3950,9.42,30.61,14.1,2.08
3955,9.42,30.61,14.1,2.08
3960,9.42,30.61,14.1,2.08
3965,9.42,30.61,14.1,2.08
3970,9.42,30.61,14.1,2.08
3975,9.42,30.61,14.1,2.08
3980,9.42,30.61,14.1,2.08
3985,9.42,30.61,14.1,2.08
3990,9.42,30.61,14.1,2.08
3995,9.42,30.61,14.1,2.08
4000,9.42,30.61,14.1,2.08
4005,9.42,30.61,14.1,2.08
4010,9.42,30.61,14.1,2.08
4015,9.42,30.61,14.1,2.08
4020,9.42,30.61,14.1,2.08
4025,9.42,30.61,14.1,2.08
4030,9.42,30.61,14.1,2.08
4035,9.42,30.61,14.1,2.08
4040,9.42,30.61,14.1,2.08
4045,9.42,30.61,14.1,2.08
4050,9.42,30.61,14.1,2.08
4055,9.42,30.61,14.1,2.08
4060,9.42,30.61,14.1,2.08
4065,9.42,30.61,14.1,2.08
4070,9.42,30.61,14.1,2.08
4075,9.42,30.61,14.1,2.08
4080,9.42,30.61,14.1,2.08
4085,9.42,30.61,14.1,2.08
4090,9.42,30.61,14.1,2.08
4095,9.42,30.61,14.1,2.08
4100,9.42,30.61,14.1,2.08
4105,9.42,30.61,14.1,2.08
4110,9.42,30.61,14.1,2.08
4115,9.42,30.61,14.1,2.08
4120,9.42,30.61,14.1,2.08
4125,9.42,30.61,14.1,2.08
4130,9.42,30.61,14.1,2.08
4135,9.42,30.61,14.1,2.08
4140,9.42,30.61,14.1,2.08
4145,9.42,30.61,14.1,2.08
4150,9.42,30.61,14.1,2.08
4155,9.42,30.61,14.1,2.08
4160,9.42,30.61,14.1,2.08
4165,9.42,30.61,14.1,2.08
4170,9.42,30.61,14.1,2.08
4175,9.42,30.61,14.1,2.08
4180,9.42,30.61,14.1,2.08
4185,9.42,30.61,14.1,2.08
4190,9.42,30.61,14.1,2.08
4195,9.42,30.61,14.1,2.08
4200,8.64,28.69,13.13,1.89
4205,8.64,28.69,13.13,1.89
4210,8.64,28.69,13.13,1.89
4215,8.64,28.69,13.13,1.89
4220,8.64,28.69,13.13,1.89
4225,8.64,28.69,13.13,1.89
4230,8.64,28.69,13.13,1.89
4235,8.64,28.69,13.13,1.89
4240,8.64,28.69,13.13,1.89
4245,8.64,28.69,13.13,1.89
4250,8.64,28.69,13.13,1.89
4255,8.64,28.69,13.13,1.89
4260,8.64,28.69,13.13,1.89
4265,8.64,28.69,13.13,1.89
4270,8.64,28.69,13.13,1.89
4275,8.64,28.69,13.13,1.89
4280,8.64,28.69,13.13,1.89
4285,8.64,28.69,13.13,1.89
4290,8.64,28.69,13.13,1.89
4295,8.64,28.69,13.13,1.89
4300,8.64,28.69,13.13,1.89
4305,8.64,28.69,13.13,1.89
4310,8.64,28.69,13.13,1.89
4315,8.64,28.69,13.13,1.89
4320,8.64,28.69,13.13,1.89
4325,8.64,28.69,13.13,1.89
4330,8.64,28.69,13.13,1.89
4335,8.64,28.69,13.13,1.89
4340,8.64,28.69,13.13,1.89
4345,8.64,28.69,13.13,1.89
4350,8.64,28.69,13.13,1.89
4355,8.64,28.69,13.13,1.89
4360,8.64,28.69,13.13,1.89
4365,8.64,28.69,13.13,1.89
4370,8.64,28.69,13.13,1.89
4375,8.64,28.69,13.13,1.89
4380,8.64,28.69,13.13,1.89
4385,8.64,28.69,13.13,1.89
4390,8.64,28.69,13.13,1.89
4395,8.64,28.69,13.13,1.89
4400,8.64,28.69,13.13,1.89
4405,8.64,28.69,13.13,1.89
4410,8.64,28.69,13.13,1.89
4415,8.64,28.69,13.13,1.89
4420,8.64,28.69,13.13,1.89
4425,8.64,28.69,13.13,1.89
4430,8.64,28.69,13.13,1.89
4435,8.64,28.69,13.13,1.89
4440,8.64,28.69,13.13,1.89
4445,8.64,28.69,13.13,1.89
4450,8.64,28.69,13.13,1.89
4455,8.64,28.69,13.13,1.89
4460,8.64,28.69,13.13,1.89
4465,8.64,28.69,13.13,1.89
4470,8.64,28.69,13.13,1.89
4475,8.64,28.69,13.13,1.89
4480,8.64,28.69,13.13,1.89
4485,8.64,28.69,13.13,1.89
4490,8.64,28.69,13.13,1.89
4495,8.64,28.69,13.13,1.89
4500,8.64,28.69,13.13,1.89
4505,8.64,28.69,13.13,1.89
4510,8.64,28.69,13.13,1.89
4515,8.64,28.69,13.13,1.89
4520,8.64,28.69,13.13,1.89
4525,8.64,28.69,13.13,1.89
4530,8.64,28.69,13.13,1.89
4535,8.64,28.69,13.13,1.89
4540,8.64,28.69,13.13,1.89
4545,8.64,28.69,13.13,1.89
4550,8.64,28.69,13.13,1.89
4555,8.64,28.69,13.13,1.89
4560,8.64,28.69,13.13,1.89
4565,8.64,28.69,13.13,1.89
4570,8.64,28.69,13.13,1.89
4575,8.64,28.69,13.13,1.89
4580,8.64,28.69,13.13,1.89
4585,8.64,28.69,13.13,1.89
4590,8.64,28.69,13.13,1.89
4595,8.64,28.69,13.13,1.89
4600,8.64,28.69,13.13,1.89
4605,8.64,28.69,13.13,1.89
4610,8.64,28.69,13.13,1.89
4615,8.64,28.69,13.13,1.89
4620,8.64,28.69,13.13,1.89
4625,8.64,28.69,13.13,1.89
4630,8.64,28.69,13.13,1.89
4635,8.64,28.69,13.13,1.89
4640,8.64,28.69,13.13,1.89
4645,8.64,28.69,13.13,1.89
4650,8.64,28.69,13.13,1.89
4655,8.64,28.69,13.13,1.89
4660,8.64,28.69,13.13,1.89
4665,8.64,28.69,13.13,1.89
4670,8.64,28.69,13.13,1.89
4675,8.64,28.69,13.13,1.89
4680,8.64,28.69,13.13,1.89
4685,8.64,28.69,13.13,1.89
4690,8.64,28.69,13.13,1.89
4695,8.64,28.69,13.13,1.89
4700,8.64,28.69,13.13,1.89
4705,8.64,28.69,13.13,1.89
4710,8.64,28.69,13.13,1.89
4715,8.64,28.69,13.13,1.89
4720,8.64,28.69,13.13,1.89
4725,8.64,28.69,13.13,1.89
4730,8.64,28.69,13.13,1.89
4735,8.64,28.69,13.13,1.89
4740,8.64,28.69,13.13,1.89
4745,8.64,28.69,13.13,1.89
4750,8.64,28.69,13.13,1.89
4755,8.64,28.69,13.13,1.89
4760,8.64,28.69,13.13,1.89
4765,8.64,28.69,13.13,1.89
4770,8.64,28.69,13.13,1.89
4775,8.64,28.69,13.13,1.89
4780,8.64,28.69,13.13,1.89
4785,8.64,28.69,13.13,1.89
4790,8.64,28.69,13.13,1.89
4795,8.64,28.69,13.13,1.89
4800,7.87,26.46,12.2,1.71
4805,7.87,26.46,12.2,1.71
4810,7.87,26.46,12.2,1.71
4815,7.87,26.46,12.2,1.71
4820,7.87,26.46,12.2,1.71
4825,7.87,26.46,12.2,1.71
4830,7.87,26.46,12.2,1.71
4835,7.87,26.46,12.2,1.71
4840,7.87,26.46,12.2,1.71
4845,7.87,26.46,12.2,1.71
4850,7.87,26.46,12.2,1.71
4855,7.87,26.46,12.2,1.71
4860,7.87,26.46,12.2,1.71
4865,7.87,26.46,12.2,1.71
4870,7.87,26.46,12.2,1.71
4875,7.87,26.46,12.2,1.71
4880,7.87,26.46,12.2,1.71
4885,7.87,26.46,12.2,1.71
4890,7.87,26.46,12.2,1.71
4895,7.87,26.46,12.2,1.71
4900,7.87,26.46,12.2,1.71
4905,7.87,26.46,12.2,1.71
4910,7.87,26.46,12.2,1.71
4915,7.87,26.46,12.2,1.71
4920,7.87,26.46,12.2,1.71
4925,7.87,26.46,12.2,1.71
4930,7.87,26.46,12.2,1.71
4935,7.87,26.46,12.2,1.71
4940,7.87,26.46,12.2,1.71
4945,7.87,26.46,12.2,1.71
4950,7.87,26.46,12.2,1.71
4955,7.87,26.46,12.2,1.71
4960,7.87,26.46,12.2,1.71
4965,7.87,26.46,12.2,1.71
4970,7.87,26.46,12.2,1.71
4975,7.87,26.46,12.2,1.71
4980,7.87,26.46,12.2,1.71
4985,7.87,26.46,12.2,1.71
4990,7.87,26.46,12.2,1.71
4995,7.87,26.46,12.2,1.71
5000,7.87,26.46,12.2,1.71
5005,7.87,26.46,12.2,1.71
5010,7.87,26.46,12.2,1.71
5015,7.87,26.46,12.2,1.71
5020,7.87,26.46,12.2,1.71
5025,7.87,26.46,12.2,1.71
5030,7.87,26.46,12.2,1.71
5035,7.87,26.46,12.2,1.71
5040,7.87,26.46,12.2,1.71
5045,7.87,26.46,12.2,1.71
5050,7.87,26.46,12.2,1.71
5055,7.87,26.46,12.2,1.71
5060,7.87,26.46,12.2,1.71
5065,7.87,26.46,12.2,1.71
5070,7.87,26.46,12.2,1.71
5075,7.87,26.46,12.2,1.71
5080,7.87,26.46,12.2,1.71
5085,7.87,26.46,12.2,1.71
5090,7.87,26.46,12.2,1.71
5095,7.87,26.46,12.2,1.71
5100,7.87,26.46,12.2,1.71
5105,7.87,26.46,12.2,1.71
5110,7.87,26.46,12.2,1.71
5115,7.87,26.46,12.2,1.71
5120,7.87,26.46,12.2,1.71
5125,7.87,26.46,12.2,1.71
5130,7.87,26.46,12.2,1.71
5135,7.87,26.46,12.2,1.71
5140,7.87,26.46,12.2,1.71
5145,7.87,26.46,12.2,1.71
5150,7.87,26.46,12.2,1.71
5155,7.87,26.46,12.2,1.71
5160,7.87,26.46,12.2,1.71
5165,7.87,26.46,12.2,1.71
5170,7.87,26.46,12.2,1.71
5175,7.87,26.46,12.2,1.71
5180,7.87,26.46,12.2,1.71
5185,7.87,26.46,12.2,1.71
5190,7.87,26.46,12.2,1.71
5195,7.87,26.46,12.2,1.71
5200,7.87,26.46,12.2,1.71
5205,7.87,26.46,12.2,1.71
5210,7.87,26.46,12.2,1.71
5215,7.87,26.46,12.2,1.71
5220,7.87,26.46,12.2,1.71
5225,7.87,26.46,12.2,1.71
5230,7.87,26.46,12.2,1.71
5235,7.87,26.46,12.2,1.71
5240,7.87,26.46,12.2,1.71
5245,7.87,26.46,12.2,1.71
5250,7.87,26.46,12.2,1.71
5255,7.87,26.46,12.2,1.71
5260,7.87,26.46,12.2,1.71
5265,7.87,26.46,12.2,1.71
5270,7.87,26.46,12.2,1.71
5275,7.87,26.46,12.2,1.71
5280,7.87,26.46,12.2,1.71
5285,7.87,26.46,12.2,1.71
5290,7.87,26.46,12.2,1.71
5295,7.87,26.46,12.2,1.71
5300,7.87,26.46,12.2,1.71
5305,7.87,26.46,12.2,1.71
5310,7.87,26.46,12.2,1.71
5315,7.87,26.46,12.2,1.71
5320,7.87,26.46,12.2,1.71
5325,7.87,26.46,12.2,1.71
5330,7.87,26.46,12.2,1.71
5335,7.87,26.46,12.2,1.71
5340,7.87,26.46,12.2,1.71
5345,7.87,26.46,12.2,1.71
5350,7.87,26.46,12.2,1.71
5355,7.87,26.46,12.2,1.71
5360,7.87,26.46,12.2,1.71
5365,7.87,26.46,12.2,1.71
5370,7.87,26.46,12.2,1.71
5375,7.87,26.46,12.2,1.71
5380,7.87,26.46,12.2,1.71
5385,7.87,26.46,12.2,1.71
5390,7.87,26.46,12.2,1.71
5395,7.87,26.46,12.2,1.71
5400,7.04,24.36,11.14,1.52
5405,7.04,24.36,11.14,1.52
5410,7.04,24.36,11.14,1.52
5415,7.04,24.36,11.14,1.52
5420,7.04,24.36,11.14,1.52
5425,7.04,24.36,11.14,1.52
5430,7.04,24.36,11.14,1.52
5435,7.04,24.36,11.14,1.52
5440,7.04,24.36,11.14,1.52
5445,7.04,24.36,11.14,1.52
5450,7.04,24.36,11.14,1.52
5455,7.04,24.36,11.14,1.52
5460,7.04,24.36,11.14,1.52
5465,7.04,24.36,11.14,1.52
5470,7.04,24.36,11.14,1.52
5475,7.04,24.36,11.14,1.52
5480,7.04,24.36,11.14,1.52
5485,7.04,24.36,11.14,1.52
5490,7.04,24.36,11.14,1.52
5495,7.04,24.36,11.14,1.52
5500,7.04,24.36,11.14,1.52
5505,7.04,24.36,11.14,1.52
5510,7.04,24.36,11.14,1.52
5515,7.04,24.36,11.14,1.52
5520,7.04,24.36,11.14,1.52
5525,7.04,24.36,11.14,1.52
5530,7.04,24.36,11.14,1.52
5535,7.04,24.36,11.14,1.52
5540,7.04,24.36,11.14,1.52
5545,7.04,24.36,11.14,1.52
5550,7.04,24.36,11.14,1.52
5555,7.04,24.36,11.14,1.52
5560,7.04,24.36,11.14,1.52
5565,7.04,24.36,11.14,1.52
5570,7.04,24.36,11.14,1.52
5575,7.04,24.36,11.14,1.52
5580,7.04,24.36,11.14,1.52
5585,7.04,24.36,11.14,1.52
5590,7.04,24.36,11.14,1.52
5595,7.04,24.36,11.14,1.52
5600,7.04,24.36,11.14,1.52
5605,7.04,24.36,11.14,1.52
5610,7.04,24.36,11.14,1.52
5615,7.04,24.36,11.14,1.52
5620,7.04,24.36,11.14,1.52
5625,7.04,24.36,11.14,1.52
5630,7.04,24.36,11.14,1.52
5635,7.04,24.36,11.14,1.52
5640,7.04,24.36,11.14,1.52
5645,7.04,24.36,11.14,1.52
5650,7.04,24.36,11.14,1.52
5655,7.04,24.36,11.14,1.52
5660,7.04,24.36,11.14,1.52
5665,7.04,24.36,11.14,1.52
5670,7.04,24.36,11.14,1.52
5675,7.04,24.36,11.14,1.52
5680,7.04,24.36,11.14,1.52
5685,7.04,24.36,11.14,1.52
5690,7.04,24.36,11.14,1.52
5695,7.04,24.36,11.14,1.52
5700,7.04,24.36,11.14,1.52
5705,7.04,24.36,11.14,1.52
5710,7.04,24.36,11.14,1.52
5715,7.04,24.36,11.14,1.52
5720,7.04,24.36,11.14,1.52
5725,7.04,24.36,11.14,1.52
5730,7.04,24.36,11.14,1.52
5735,7.04,24.36,11.14,1.52
5740,7.04,24.36,11.14,1.52
5745,7.04,24.36,11.14,1.52
5750,7.04,24.36,11.14,1.52
5755,7.04,24.36,11.14,1.52
5760,7.04,24.36,11.14,1.52
5765,7.04,24.36,11.14,1.52
5770,7.04,24.36,11.14,1.52
5775,7.04,24.36,11.14,1.52
5780,7.04,24.36,11.14,1.52
5785,7.04,24.36,11.14,1.52
5790,7.04,24.36,11.14,1.52
5795,7.04,24.36,11.14,1.52
5800,7.04,24.36,11.14,1.52
5805,7.04,24.36,11.14,1.52
5810,7.04,24.36,11.14,1.52
5815,7.04,24.36,11.14,1.52
5820,7.04,24.36,11.14,1.52
5825,7.04,24.36,11.14,1.52
5830,7.04,24.36,11.14,1.52
5835,7.04,24.36,11.14,1.52
5840,7.04,24.36,11.14,1.52
5845,7.04,24.36,11.14,1.52
5850,7.04,24.36,11.14,1.52
5855,7.04,24.36,11.14,1.52
5860,7.04,24.36,11.14,1.52
5865,7.04,24.36,11.14,1.52
5870,7.04,24.36,11.14,1.52
5875,7.04,24.36,11.14,1.52
5880,7.04,24.36,11.14,1.52
5885,7.04,24.36,11.14,1.52
5890,7.04,24.36,11.14,1.52
5895,7.04,24.36,11.14,1.52
5900,7.04,24.36,11.14,1.52
5905,7.04,24.36,11.14,1.52
5910,7.04,24.36,11.14,1.52
5915,7.04,24.36,11.14,1.52
5920,7.04,24.36,11.14,1.52
5925,7.04,24.36,11.14,1.52
5930,7.04,24.36,11.14,1.52
5935,7.04,24.36,11.14,1.52
5940,7.04,24.36,11.14,1.52
5945,7.04,24.36,11.14,1.52
5950,7.04,24.36,11.14,1.52
5955,7.04,24.36,11.14,1.52
5960,7.04,24.36,11.14,1.52
5965,7.04,24.36,11.14,1.52
5970,7.04,24.36,11.14,1.52
5975,7.04,24.36,11.14,1.52
5980,7.04,24.36,11.14,1.52
5985,7.04,24.36,11.14,1.52
5990,7.04,24.36,11.14,1.52
5995,7.04,24.36,11.14,1.52
6000,6.32,26.11,9.88,1.49
