ts,hefei,ningbo,wuhan,wuxi
500,4.31,4.79,5.28,0.61
505,4.31,4.79,5.28,0.61
510,4.31,4.79,5.28,0.61
515,4.31,4.79,5.28,0.61
520,4.31,4.79,5.28,0.61
525,4.31,4.79,5.28,0.61
530,4.31,4.79,5.28,0.61
535,4.31,4.79,5.28,0.61
540,4.31,4.79,5.28,0.61
545,4.31,4.79,5.28,0.61
550,4.31,4.79,5.28,0.61
555,4.31,4.79,5.28,0.61
560,4.31,4.79,5.28,0.61
565,4.31,4.79,5.28,0.61
570,4.31,4.79,5.28,0.61
575,4.31,4.79,5.28,0.61
580,4.31,4.79,5.28,0.61
585,4.31,4.79,5.28,0.61
