ts,beijing_dongguan,beijing_nanjing,dongguan_beijing,dongguan_nanjing,nanjing_beijing,nanjing_dongguan
1025,0.67,12.73,0.19,16.7,3.51,34.17
1030,0.67,12.73,0.19,16.7,3.51,34.17
1035,0.67,12.73,0.19,16.7,3.51,34.17
1040,0.67,12.73,0.19,16.7,3.51,34.17
1045,0.67,12.73,0.19,16.7,3.51,34.17
1050,0.67,12.73,0.19,16.7,3.51,34.17
1055,0.67,12.73,0.19,16.7,3.51,34.17
1060,0.67,12.73,0.19,16.7,3.51,34.17
1065,0.67,12.73,0.19,16.7,3.51,34.17
1070,0.67,12.73,0.19,16.7,3.51,34.17
1075,0.67,12.73,0.19,16.7,3.51,34.17
1080,0.67,12.73,0.19,16.7,3.51,34.17
1085,0.67,12.73,0.19,16.7,3.51,34.17
1090,0.67,12.73,0.19,16.7,3.51,34.17
1095,0.67,12.73,0.19,16.7,3.51,34.17
1100,0.67,12.73,0.19,16.7,3.51,34.17
1105,0.67,12.73,0.19,16.7,3.51,34.17
1110,0.67,12.73,0.19,16.7,3.51,34.17
1115,0.67,12.73,0.19,16.7,3.51,34.17
1120,0.67,12.73,0.19,16.7,3.51,34.17
1125,0.67,12.73,0.19,16.7,3.51,34.17
1130,0.67,12.73,0.19,16.7,3.51,34.17
1135,0.67,12.73,0.19,16.7,3.51,34.17
1140,0.67,12.73,0.19,16.7,3.51,34.17
1145,0.67,12.73,0.19,16.7,3.51,34.17
1150,0.67,12.73,0.19,16.7,3.51,34.17
1155,0.67,12.73,0.19,16.7,3.51,34.17
1160,0.67,12.73,0.19,16.7,3.51,34.17
1165,0.67,12.73,0.19,16.7,3.51,34.17
1170,0.67,12.73,0.19,16.7,3.51,34.17
1175,0.67,12.73,0.19,16.7,3.51,34.17
1180,0.67,12.73,0.19,16.7,3.51,34.17
1185,0.67,12.73,0.19,16.7,3.51,34.17
1190,0.67,12.73,0.19,16.7,3.51,34.17
1195,0.67,12.73,0.19,16.7,3.51,34.17
1200,0.65,12.13,0.19,16.2,3.84,33.82
1205,0.65,12.13,0.19,16.2,3.84,33.82
1210,0.65,12.13,0.19,16.2,3.84,33.82
1215,0.65,12.13,0.19,16.2,3.84,33.82
1220,0.65,12.13,0.19,16.2,3.84,33.82
1225,0.65,12.13,0.19,16.2,3.84,33.82
1230,0.65,12.13,0.19,16.2,3.84,33.82
1235,0.65,12.13,0.19,16.2,3.84,33.82
1240,0.65,12.13,0.19,16.2,3.84,33.82
1245,0.65,12.13,0.19,16.2,3.84,33.82
1250,0.65,12.13,0.19,16.2,3.84,33.82
1255,0.65,12.13,0.19,16.2,3.84,33.82
1260,0.65,12.13,0.19,16.2,3.84,33.82
1265,0.65,12.13,0.19,16.2,3.84,33.82
1270,0.65,12.13,0.19,16.2,3.84,33.82
1275,0.65,12.13,0.19,16.2,3.84,33.82
1280,0.65,12.13,0.19,16.2,3.84,33.82
1285,0.65,12.13,0.19,16.2,3.84,33.82
1290,0.65,12.13,0.19,16.2,3.84,33.82
1295,0.65,12.13,0.19,16.2,3.84,33.82
1300,0.65,12.13,0.19,16.2,3.84,33.82
1305,0.65,12.13,0.19,16.2,3.84,33.82
1310,0.65,12.13,0.19,16.2,3.84,33.82
1315,0.65,12.13,0.19,16.2,3.84,33.82
1320,0.65,12.13,0.19,16.2,3.84,33.82
1325,0.65,12.13,0.19,16.2,3.84,33.82
1330,0.65,12.13,0.19,16.2,3.84,33.82
1335,0.65,12.13,0.19,16.2,3.84,33.82
1340,0.65,12.13,0.19,16.2,3.84,33.82
1345,0.65,12.13,0.19,16.2,3.84,33.82
1350,0.65,12.13,0.19,16.2,3.84,33.82
1355,0.65,12.13,0.19,16.2,3.84,33.82
1360,0.65,12.13,0.19,16.2,3.84,33.82
1365,0.65,12.13,0.19,16.2,3.84,33.82
1370,0.65,12.13,0.19,16.2,3.84,33.82
1375,0.65,12.13,0.19,16.2,3.84,33.82
1380,0.65,12.13,0.19,16.2,3.84,33.82
1385,0.65,12.13,0.19,16.2,3.84,33.82
1390,0.65,12.13,0.19,16.2,3.84,33.82
1395,0.65,12.13,0.19,16.2,3.84,33.82
1400,0.65,12.13,0.19,16.2,3.84,33.82
1405,0.65,12.13,0.19,16.2,3.84,33.82
1410,0.65,12.13,0.19,16.2,3.84,33.82
1415,0.65,12.13,0.19,16.2,3.84,33.82
1420,0.65,12.13,0.19,16.2,3.84,33.82
1425,0.65,12.13,0.19,16.2,3.84,33.82
1430,0.65,12.13,0.19,16.2,3.84,33.82
1435,0.65,12.13,0.19,16.2,3.84,33.82
1440,0.65,12.13,0.19,16.2,3.84,33.82
1445,0.65,12.13,0.19,16.2,3.84,33.82
1450,0.65,12.13,0.19,16.2,3.84,33.82
1455,0.65,12.13,0.19,16.2,3.84,33.82
1460,0.65,12.13,0.19,16.2,3.84,33.82
1465,0.65,12.13,0.19,16.2,3.84,33.82
1470,0.65,12.13,0.19,16.2,3.84,33.82
1475,0.65,12.13,0.19,16.2,3.84,33.82
1480,0.65,12.13,0.19,16.2,3.84,33.82
1485,0.65,12.13,0.19,16.2,3.84,33.82
1490,0.65,12.13,0.19,16.2,3.84,33.82
1495,0.65,12.13,0.19,16.2,3.84,33.82
1500,0.65,12.13,0.19,16.2,3.84,33.82
1505,0.65,12.13,0.19,16.2,3.84,33.82
1510,0.65,12.13,0.19,16.2,3.84,33.82
1515,0.65,12.13,0.19,16.2,3.84,33.82
1520,0.65,12.13,0.19,16.2,3.84,33.82
1525,0.65,12.13,0.19,16.2,3.84,33.82
1530,0.65,12.13,0.19,16.2,3.84,33.82
1535,0.65,12.13,0.19,16.2,3.84,33.82
1540,0.65,12.13,0.19,16.2,3.84,33.82
1545,0.65,12.13,0.19,16.2,3.84,33.82
1550,0.65,12.13,0.19,16.2,3.84,33.82
1555,0.65,12.13,0.19,16.2,3.84,33.82
1560,0.65,12.13,0.19,16.2,3.84,33.82
1565,0.65,12.13,0.19,16.2,3.84,33.82
1570,0.65,12.13,0.19,16.2,3.84,33.82
1575,0.65,12.13,0.19,16.2,3.84,33.82
1580,0.65,12.13,0.19,16.2,3.84,33.82
1585,0.65,12.13,0.19,16.2,3.84,33.82
1590,0.65,12.13,0.19,16.2,3.84,33.82
1595,0.65,12.13,0.19,16.2,3.84,33.82
1600,0.65,12.13,0.19,16.2,3.84,33.82
1605,0.65,12.13,0.19,16.2,3.84,33.82
1610,0.65,12.13,0.19,16.2,3.84,33.82
1615,0.65,12.13,0.19,16.2,3.84,33.82
1620,0.65,12.13,0.19,16.2,3.84,33.82
1625,0.65,12.13,0.19,16.2,3.84,33.82
1630,0.65,12.13,0.19,16.2,3.84,33.82
1635,0.65,12.13,0.19,16.2,3.84,33.82
1640,0.65,12.13,0.19,16.2,3.84,33.82
1645,0.65,12.13,0.19,16.2,3.84,33.82
1650,0.65,12.13,0.19,16.2,3.84,33.82
1655,0.65,12.13,0.19,16.2,3.84,33.82
1660,0.65,12.13,0.19,16.2,3.84,33.82
1665,0.65,12.13,0.19,16.2,3.84,33.82
1670,0.65,12.13,0.19,16.2,3.84,33.82
1675,0.65,12.13,0.19,16.2,3.84,33.82
1680,0.65,12.13,0.19,16.2,3.84,33.82
1685,0.65,12.13,0.19,16.2,3.84,33.82
1690,0.65,12.13,0.19,16.2,3.84,33.82
1695,0.65,12.13,0.19,16.2,3.84,33.82
1700,0.65,12.13,0.19,16.2,3.84,33.82
1705,0.65,12.13,0.19,16.2,3.84,33.82
1710,0.65,12.13,0.19,16.2,3.84,33.82
1715,0.65,12.13,0.19,16.2,3.84,33.82
1720,0.65,12.13,0.19,16.2,3.84,33.82
1725,0.65,12.13,0.19,16.2,3.84,33.82
1730,0.65,12.13,0.19,16.2,3.84,33.82
1735,0.65,12.13,0.19,16.2,3.84,33.82
1740,0.65,12.13,0.19,16.2,3.84,33.82
1745,0.65,12.13,0.19,16.2,3.84,33.82
1750,0.65,12.13,0.19,16.2,3.84,33.82
1755,0.65,12.13,0.19,16.2,3.84,33.82
1760,0.65,12.13,0.19,16.2,3.84,33.82
1765,0.65,12.13,0.19,16.2,3.84,33.82
1770,0.65,12.13,0.19,16.2,3.84,33.82
1775,0.65,12.13,0.19,16.2,3.84,33.82
1780,0.65,12.13,0.19,16.2,3.84,33.82
1785,0.65,12.13,0.19,16.2,3.84,33.82
1790,0.65,12.13,0.19,16.2,3.84,33.82
1795,0.65,12.13,0.19,16.2,3.84,33.82
1800,0.64,11.61,0.18,16.89,4.59,34.28
1805,0.64,11.61,0.18,16.89,4.59,34.28
1810,0.64,11.61,0.18,16.89,4.59,34.28
1815,0.64,11.61,0.18,16.89,4.59,34.28
1820,0.64,11.61,0.18,16.89,4.59,34.28
1825,0.64,11.61,0.18,16.89,4.59,34.28
1830,0.64,11.61,0.18,16.89,4.59,34.28
1835,0.64,11.61,0.18,16.89,4.59,34.28
1840,0.64,11.61,0.18,16.89,4.59,34.28
1845,0.64,11.61,0.18,16.89,4.59,34.28
1850,0.64,11.61,0.18,16.89,4.59,34.28
1855,0.64,11.61,0.18,16.89,4.59,34.28
1860,0.64,11.61,0.18,16.89,4.59,34.28
1865,0.64,11.61,0.18,16.89,4.59,34.28
1870,0.64,11.61,0.18,16.89,4.59,34.28
1875,0.64,11.61,0.18,16.89,4.59,34.28
1880,0.64,11.61,0.18,16.89,4.59,34.28
1885,0.64,11.61,0.18,16.89,4.59,34.28
1890,0.64,11.61,0.18,16.89,4.59,34.28
1895,0.64,11.61,0.18,16.89,4.59,34.28
1900,0.64,11.61,0.18,16.89,4.59,34.28
1905,0.64,11.61,0.18,16.89,4.59,34.28
1910,0.64,11.61,0.18,16.89,4.59,34.28
1915,0.64,11.61,0.18,16.89,4.59,34.28
1920,0.64,11.61,0.18,16.89,4.59,34.28
1925,0.64,11.61,0.18,16.89,4.59,34.28
1930,0.64,11.61,0.18,16.89,4.59,34.28
1935,0.64,11.61,0.18,16.89,4.59,34.28
1940,0.64,11.61,0.18,16.89,4.59,34.28
1945,0.64,11.61,0.18,16.89,4.59,34.28
1950,0.64,11.61,0.18,16.89,4.59,34.28
1955,0.64,11.61,0.18,16.89,4.59,34.28
1960,0.64,11.61,0.18,16.89,4.59,34.28
1965,0.64,11.61,0.18,16.89,4.59,34.28
1970,0.64,11.61,0.18,16.89,4.59,34.28
1975,0.64,11.61,0.18,16.89,4.59,34.28
1980,0.64,11.61,0.18,16.89,4.59,34.28
1985,0.64,11.61,0.18,16.89,4.59,34.28
1990,0.64,11.61,0.18,16.89,4.59,34.28
1995,0.64,11.61,0.18,16.89,4.59,34.28
2000,0.64,11.61,0.18,16.89,4.59,34.28
2005,0.64,11.61,0.18,16.89,4.59,34.28
2010,0.64,11.61,0.18,16.89,4.59,34.28
2015,0.64,11.61,0.18,16.89,4.59,34.28
2020,0.64,11.61,0.18,16.89,4.59,34.28
2025,0.64,11.61,0.18,16.89,4.59,34.28
2030,0.64,11.61,0.18,16.89,4.59,34.28
2035,0.64,11.61,0.18,16.89,4.59,34.28
2040,0.64,11.61,0.18,16.89,4.59,34.28
2045,0.64,11.61,0.18,16.89,4.59,34.28
2050,0.64,11.61,0.18,16.89,4.59,34.28
2055,0.64,11.61,0.18,16.89,4.59,34.28
2060,0.64,11.61,0.18,16.89,4.59,34.28
2065,0.64,11.61,0.18,16.89,4.59,34.28
2070,0.64,11.61,0.18,16.89,4.59,34.28
2075,0.64,11.61,0.18,16.89,4.59,34.28
2080,0.64,11.61,0.18,16.89,4.59,34.28
2085,0.64,11.61,0.18,16.89,4.59,34.28
2090,0.64,11.61,0.18,16.89,4.59,34.28
2095,0.64,11.61,0.18,16.89,4.59,34.28
2100,0.64,11.61,0.18,16.89,4.59,34.28
2105,0.64,11.61,0.18,16.89,4.59,34.28
2110,0.64,11.61,0.18,16.89,4.59,34.28
2115,0.64,11.61,0.18,16.89,4.59,34.28
2120,0.64,11.61,0.18,16.89,4.59,34.28
2125,0.64,11.61,0.18,16.89,4.59,34.28
2130,0.64,11.61,0.18,16.89,4.59,34.28
2135,0.64,11.61,0.18,16.89,4.59,34.28
2140,0.64,11.61,0.18,16.89,4.59,34.28
2145,0.64,11.61,0.18,16.89,4.59,34.28
2150,0.64,11.61,0.18,16.89,4.59,34.28
2155,0.64,11.61,0.18,16.89,4.59,34.28
2160,0.64,11.61,0.18,16.89,4.59,34.28
2165,0.64,11.61,0.18,16.89,4.59,34.28
2170,0.64,11.61,0.18,16.89,4.59,34.28
2175,0.64,11.61,0.18,16.89,4.59,34.28
2180,0.64,11.61,0.18,16.89,4.59,34.28
2185,0.64,11.61,0.18,16.89,4.59,34.28
2190,0.64,11.61,0.18,16.89,4.59,34.28
2195,0.64,11.61,0.18,16.89,4.59,34.28
2200,0.64,11.61,0.18,16.89,4.59,34.28
2205,0.64,11.61,0.18,16.89,4.59,34.28
2210,0.64,11.61,0.18,16.89,4.59,34.28
2215,0.64,11.61,0.18,16.89,4.59,34.28
2220,0.64,11.61,0.18,16.89,4.59,34.28
2225,0.64,11.61,0.18,16.89,4.59,34.28
2230,0.64,11.61,0.18,16.89,4.59,34.28
2235,0.64,11.61,0.18,16.89,4.59,34.28
2240,0.64,11.61,0.18,16.89,4.59,34.28
2245,0.64,11.61,0.18,16.89,4.59,34.28
2250,0.64,11.61,0.18,16.89,4.59,34.28
2255,0.64,11.61,0.18,16.89,4.59,34.28
2260,0.64,11.61,0.18,16.89,4.59,34.28
2265,0.64,11.61,0.18,16.89,4.59,34.28
2270,0.64,11.61,0.18,16.89,4.59,34.28
2275,0.64,11.61,0.18,16.89,4.59,34.28
2280,0.64,11.61,0.18,16.89,4.59,34.28
2285,0.64,11.61,0.18,16.89,4.59,34.28
2290,0.64,11.61,0.18,16.89,4.59,34.28
2295,0.64,11.61,0.18,16.89,4.59,34.28
2300,0.64,11.61,0.18,16.89,4.59,34.28
2305,0.64,11.61,0.18,16.89,4.59,34.28
2310,0.64,11.61,0.18,16.89,4.59,34.28
2315,0.64,11.61,0.18,16.89,4.59,34.28
2320,0.64,11.61,0.18,16.89,4.59,34.28
2325,0.64,11.61,0.18,16.89,4.59,34.28
2330,0.64,11.61,0.18,16.89,4.59,34.28
2335,0.64,11.61,0.18,16.89,4.59,34.28
2340,0.64,11.61,0.18,16.89,4.59,34.28
2345,0.64,11.61,0.18,16.89,4.59,34.28
2350,0.64,11.61,0.18,16.89,4.59,34.28
2355,0.64,11.61,0.18,16.89,4.59,34.28
2360,0.64,11.61,0.18,16.89,4.59,34.28
2365,0.64,11.61,0.18,16.89,4.59,34.28
2370,0.64,11.61,0.18,16.89,4.59,34.28
2375,0.64,11.61,0.18,16.89,4.59,34.28
2380,0.64,11.61,0.18,16.89,4.59,34.28
2385,0.64,11.61,0.18,16.89,4.59,34.28
2390,0.64,11.61,0.18,16.89,4.59,34.28
2395,0.64,11.61,0.18,16.89,4.59,34.28
2400,0.62,11.21,0.19,17.83,5.89,33.55
2405,0.62,11.21,0.19,17.83,5.89,33.55
2410,0.62,11.21,0.19,17.83,5.89,33.55
2415,0.62,11.21,0.19,17.83,5.89,33.55
2420,0.62,11.21,0.19,17.83,5.89,33.55
2425,0.62,11.21,0.19,17.83,5.89,33.55
2430,0.62,11.21,0.19,17.83,5.89,33.55
2435,0.62,11.21,0.19,17.83,5.89,33.55
2440,0.62,11.21,0.19,17.83,5.89,33.55
2445,0.62,11.21,0.19,17.83,5.89,33.55
2450,0.62,11.21,0.19,17.83,5.89,33.55
2455,0.62,11.21,0.19,17.83,5.89,33.55
2460,0.62,11.21,0.19,17.83,5.89,33.55
2465,0.62,11.21,0.19,17.83,5.89,33.55
2470,0.62,11.21,0.19,17.83,5.89,33.55
2475,0.62,11.21,0.19,17.83,5.89,33.55
2480,0.62,11.21,0.19,17.83,5.89,33.55
2485,0.62,11.21,0.19,17.83,5.89,33.55
2490,0.62,11.21,0.19,17.83,5.89,33.55
2495,0.62,11.21,0.19,17.83,5.89,33.55
2500,0.62,11.21,0.19,17.83,5.89,33.55
2505,0.62,11.21,0.19,17.83,5.89,33.55
2510,0.62,11.21,0.19,17.83,5.89,33.55
2515,0.62,11.21,0.19,17.83,5.89,33.55
2520,0.62,11.21,0.19,17.83,5.89,33.55
2525,0.62,11.21,0.19,17.83,5.89,33.55
2530,0.62,11.21,0.19,17.83,5.89,33.55
2535,0.62,11.21,0.19,17.83,5.89,33.55
2540,0.62,11.21,0.19,17.83,5.89,33.55
2545,0.62,11.21,0.19,17.83,5.89,33.55
2550,0.62,11.21,0.19,17.83,5.89,33.55
2555,0.62,11.21,0.19,17.83,5.89,33.55
2560,0.62,11.21,0.19,17.83,5.89,33.55
2565,0.62,11.21,0.19,17.83,5.89,33.55
2570,0.62,11.21,0.19,17.83,5.89,33.55
2575,0.62,11.21,0.19,17.83,5.89,33.55
2580,0.62,11.21,0.19,17.83,5.89,33.55
2585,0.62,11.21,0.19,17.83,5.89,33.55
2590,0.62,11.21,0.19,17.83,5.89,33.55
2595,0.62,11.21,0.19,17.83,5.89,33.55
2600,0.62,11.21,0.19,17.83,5.89,33.55
2605,0.62,11.21,0.19,17.83,5.89,33.55
2610,0.62,11.21,0.19,17.83,5.89,33.55
2615,0.62,11.21,0.19,17.83,5.89,33.55
2620,0.62,11.21,0.19,17.83,5.89,33.55
2625,0.62,11.21,0.19,17.83,5.89,33.55
2630,0.62,11.21,0.19,17.83,5.89,33.55
2635,0.62,11.21,0.19,17.83,5.89,33.55
2640,0.62,11.21,0.19,17.83,5.89,33.55
2645,0.62,11.21,0.19,17.83,5.89,33.55
2650,0.62,11.21,0.19,17.83,5.89,33.55
