ts,beijing_dongguan,beijing_nanjing,dongguan_beijing,dongguan_nanjing,nanjing_beijing,nanjing_dongguan
2655,0.62,11.21,0.19,17.83,5.89,33.55
2660,0.62,11.21,0.19,17.83,5.89,33.55
2665,0.62,11.21,0.19,17.83,5.89,33.55
2670,0.62,11.21,0.19,17.83,5.89,33.55
2675,0.62,11.21,0.19,17.83,5.89,33.55
2680,0.62,11.21,0.19,17.83,5.89,33.55
2685,0.62,11.21,0.19,17.83,5.89,33.55
2690,0.62,11.21,0.19,17.83,5.89,33.55
2695,0.62,11.21,0.19,17.83,5.89,33.55
2700,0.62,11.21,0.19,17.83,5.89,33.55
2705,0.62,11.21,0.19,17.83,5.89,33.55
2710,0.62,11.21,0.19,17.83,5.89,33.55
2715,0.62,11.21,0.19,17.83,5.89,33.55
2720,0.62,11.21,0.19,17.83,5.89,33.55
2725,0.62,11.21,0.19,17.83,5.89,33.55
2730,0.62,11.21,0.19,17.83,5.89,33.55
2735,0.62,11.21,0.19,17.83,5.89,33.55
2740,0.62,11.21,0.19,17.83,5.89,33.55
2745,0.62,11.21,0.19,17.83,5.89,33.55
2750,0.62,11.21,0.19,17.83,5.89,33.55
2755,0.62,11.21,0.19,17.83,5.89,33.55
2760,0.62,11.21,0.19,17.83,5.89,33.55
2765,0.62,11.21,0.19,17.83,5.89,33.55
2770,0.62,11.21,0.19,17.83,5.89,33.55
2775,0.62,11.21,0.19,17.83,5.89,33.55
2780,0.62,11.21,0.19,17.83,5.89,33.55
2785,0.62,11.21,0.19,17.83,5.89,33.55
2790,0.62,11.21,0.19,17.83,5.89,33.55
2795,0.62,11.21,0.19,17.83,5.89,33.55
2800,0.62,11.21,0.19,17.83,5.89,33.55
2805,0.62,11.21,0.19,17.83,5.89,33.55
2810,0.62,11.21,0.19,17.83,5.89,33.55
2815,0.62,11.21,0.19,17.83,5.89,33.55
2820,0.62,11.21,0.19,17.83,5.89,33.55
2825,0.62,11.21,0.19,17.83,5.89,33.55
2830,0.62,11.21,0.19,17.83,5.89,33.55
2835,0.62,11.21,0.19,17.83,5.89,33.55
2840,0.62,11.21,0.19,17.83,5.89,33.55
2845,0.62,11.21,0.19,17.83,5.89,33.55
2850,0.62,11.21,0.19,17.83,5.89,33.55
2855,0.62,11.21,0.19,17.83,5.89,33.55
2860,0.62,11.21,0.19,17.83,5.89,33.55
2865,0.62,11.21,0.19,17.83,5.89,33.55
2870,0.62,11.21,0.19,17.83,5.89,33.55
2875,0.62,11.21,0.19,17.83,5.89,33.55
2880,0.62,11.21,0.19,17.83,5.89,33.55
2885,0.62,11.21,0.19,17.83,5.89,33.55
2890,0.62,11.21,0.19,17.83,5.89,33.55
2895,0.62,11.21,0.19,17.83,5.89,33.55
2900,0.62,11.21,0.19,17.83,5.89,33.55
2905,0.62,11.21,0.19,17.83,5.89,33.55
2910,0.62,11.21,0.19,17.83,5.89,33.55
2915,0.62,11.21,0.19,17.83,5.89,33.55
2920,0.62,11.21,0.19,17.83,5.89,33.55
2925,0.62,11.21,0.19,17.83,5.89,33.55
2930,0.62,11.21,0.19,17.83,5.89,33.55
2935,0.62,11.21,0.19,17.83,5.89,33.55
2940,0.62,11.21,0.19,17.83,5.89,33.55
2945,0.62,11.21,0.19,17.83,5.89,33.55
2950,0.62,11.21,0.19,17.83,5.89,33.55
2955,0.62,11.21,0.19,17.83,5.89,33.55
2960,0.62,11.21,0.19,17.83,5.89,33.55
2965,0.62,11.21,0.19,17.83,5.89,33.55
2970,0.62,11.21,0.19,17.83,5.89,33.55
2975,0.62,11.21,0.19,17.83,5.89,33.55
2980,0.62,11.21,0.19,17.83,5.89,33.55
2985,0.62,11.21,0.19,17.83,5.89,33.55
2990,0.62,11.21,0.19,17.83,5.89,33.55
2995,0.62,11.21,0.19,17.83,5.89,33.55
3000,0.61,10.69,0.18,17.43,6.1,32.2
3005,0.61,10.69,0.18,17.43,6.1,32.2
3010,0.61,10.69,0.18,17.43,6.1,32.2
3015,0.61,10.69,0.18,17.43,6.1,32.2
3020,0.61,10.69,0.18,17.43,6.1,32.2
3025,0.61,10.69,0.18,17.43,6.1,32.2
3030,0.61,10.69,0.18,17.43,6.1,32.2
3035,0.61,10.69,0.18,17.43,6.1,32.2
3040,0.61,10.69,0.18,17.43,6.1,32.2
3045,0.61,10.69,0.18,17.43,6.1,32.2
3050,0.61,10.69,0.18,17.43,6.1,32.2
3055,0.61,10.69,0.18,17.43,6.1,32.2
3060,0.61,10.69,0.18,17.43,6.1,32.2
3065,0.61,10.69,0.18,17.43,6.1,32.2
3070,0.61,10.69,0.18,17.43,6.1,32.2
3075,0.61,10.69,0.18,17.43,6.1,32.2
3080,0.61,10.69,0.18,17.43,6.1,32.2
3085,0.61,10.69,0.18,17.43,6.1,32.2
3090,0.61,10.69,0.18,17.43,6.1,32.2
3095,0.61,10.69,0.18,17.43,6.1,32.2
3100,0.61,10.69,0.18,17.43,6.1,32.2
3105,0.61,10.69,0.18,17.43,6.1,32.2
3110,0.61,10.69,0.18,17.43,6.1,32.2
3115,0.61,10.69,0.18,17.43,6.1,32.2
3120,0.61,10.69,0.18,17.43,6.1,32.2
3125,0.61,10.69,0.18,17.43,6.1,32.2
3130,0.61,10.69,0.18,17.43,6.1,32.2
3135,0.61,10.69,0.18,17.43,6.1,32.2
3140,0.61,10.69,0.18,17.43,6.1,32.2
3145,0.61,10.69,0.18,17.43,6.1,32.2
3150,0.61,10.69,0.18,17.43,6.1,32.2
3155,0.61,10.69,0.18,17.43,6.1,32.2
3160,0.61,10.69,0.18,17.43,6.1,32.2
3165,0.61,10.69,0.18,17.43,6.1,32.2
3170,0.61,10.69,0.18,17.43,6.1,32.2
3175,0.61,10.69,0.18,17.43,6.1,32.2
3180,0.61,10.69,0.18,17.43,6.1,32.2
3185,0.61,10.69,0.18,17.43,6.1,32.2
3190,0.61,10.69,0.18,17.43,6.1,32.2
3195,0.61,10.69,0.18,17.43,6.1,32.2
3200,0.61,10.69,0.18,17.43,6.1,32.2
3205,0.61,10.69,0.18,17.43,6.1,32.2
3210,0.61,10.69,0.18,17.43,6.1,32.2
3215,0.61,10.69,0.18,17.43,6.1,32.2
3220,0.61,10.69,0.18,17.43,6.1,32.2
3225,0.61,10.69,0.18,17.43,6.1,32.2
3230,0.61,10.69,0.18,17.43,6.1,32.2
3235,0.61,10.69,0.18,17.43,6.1,32.2
3240,0.61,10.69,0.18,17.43,6.1,32.2
3245,0.61,10.69,0.18,17.43,6.1,32.2
3250,0.61,10.69,0.18,17.43,6.1,32.2
3255,0.61,10.69,0.18,17.43,6.1,32.2
3260,0.61,10.69,0.18,17.43,6.1,32.2
3265,0.61,10.69,0.18,17.43,6.1,32.2
3270,0.61,10.69,0.18,17.43,6.1,32.2
3275,0.61,10.69,0.18,17.43,6.1,32.2
3280,0.61,10.69,0.18,17.43,6.1,32.2
3285,0.61,10.69,0.18,17.43,6.1,32.2
3290,0.61,10.69,0.18,17.43,6.1,32.2
3295,0.61,10.69,0.18,17.43,6.1,32.2
3300,0.61,10.69,0.18,17.43,6.1,32.2
3305,0.61,10.69,0.18,17.43,6.1,32.2
3310,0.61,10.69,0.18,17.43,6.1,32.2
3315,0.61,10.69,0.18,17.43,6.1,32.2
3320,0.61,10.69,0.18,17.43,6.1,32.2
3325,0.61,10.69,0.18,17.43,6.1,32.2
3330,0.61,10.69,0.18,17.43,6.1,32.2
3335,0.61,10.69,0.18,17.43,6.1,32.2
3340,0.61,10.69,0.18,17.43,6.1,32.2
3345,0.61,10.69,0.18,17.43,6.1,32.2
3350,0.61,10.69,0.18,17.43,6.1,32.2
3355,0.61,10.69,0.18,17.43,6.1,32.2
3360,0.61,10.69,0.18,17.43,6.1,32.2
3365,0.61,10.69,0.18,17.43,6.1,32.2
3370,0.61,10.69,0.18,17.43,6.1,32.2
3375,0.61,10.69,0.18,17.43,6.1,32.2
3380,0.61,10.69,0.18,17.43,6.1,32.2
3385,0.61,10.69,0.18,17.43,6.1,32.2
3390,0.61,10.69,0.18,17.43,6.1,32.2
3395,0.61,10.69,0.18,17.43,6.1,32.2
3400,0.61,10.69,0.18,17.43,6.1,32.2
3405,0.61,10.69,0.18,17.43,6.1,32.2
3410,0.61,10.69,0.18,17.43,6.1,32.2
3415,0.61,10.69,0.18,17.43,6.1,32.2
3420,0.61,10.69,0.18,17.43,6.1,32.2
3425,0.61,10.69,0.18,17.43,6.1,32.2
3430,0.61,10.69,0.18,17.43,6.1,32.2
3435,0.61,10.69,0.18,17.43,6.1,32.2
3440,0.61,10.69,0.18,17.43,6.1,32.2
3445,0.61,10.69,0.18,17.43,6.1,32.2
3450,0.61,10.69,0.18,17.43,6.1,32.2
3455,0.61,10.69,0.18,17.43,6.1,32.2
3460,0.61,10.69,0.18,17.43,6.1,32.2
3465,0.61,10.69,0.18,17.43,6.1,32.2
3470,0.61,10.69,0.18,17.43,6.1,32.2
3475,0.61,10.69,0.18,17.43,6.1,32.2
3480,0.61,10.69,0.18,17.43,6.1,32.2
3485,0.61,10.69,0.18,17.43,6.1,32.2
3490,0.61,10.69,0.18,17.43,6.1,32.2
3495,0.61,10.69,0.18,17.43,6.1,32.2
3500,0.61,10.69,0.18,17.43,6.1,32.2
3505,0.61,10.69,0.18,17.43,6.1,32.2
3510,0.61,10.69,0.18,17.43,6.1,32.2
3515,0.61,10.69,0.18,17.43,6.1,32.2
3520,0.61,10.69,0.18,17.43,6.1,32.2
3525,0.61,10.69,0.18,17.43,6.1,32.2
3530,0.61,10.69,0.18,17.43,6.1,32.2
3535,0.61,10.69,0.18,17.43,6.1,32.2
3540,0.61,10.69,0.18,17.43,6.1,32.2
3545,0.61,10.69,0.18,17.43,6.1,32.2
3550,0.61,10.69,0.18,17.43,6.1,32.2
3555,0.61,10.69,0.18,17.43,6.1,32.2
3560,0.61,10.69,0.18,17.43,6.1,32.2
3565,0.61,10.69,0.18,17.43,6.1,32.2
3570,0.61,10.69,0.18,17.43,6.1,32.2
3575,0.61,10.69,0.18,17.43,6.1,32.2
3580,0.61,10.69,0.18,17.43,6.1,32.2
3585,0.61,10.69,0.18,17.43,6.1,32.2
3590,0.61,10.69,0.18,17.43,6.1,32.2
3595,0.61,10.69,0.18,17.43,6.1,32.2
3600,0.59,11.31,0.17,17.7,6.14,31.27
3605,0.59,11.31,0.17,17.7,6.14,31.27
3610,0.59,11.31,0.17,17.7,6.14,31.27
3615,0.59,11.31,0.17,17.7,6.14,31.27
3620,0.59,11.31,0.17,17.7,6.14,31.27
3625,0.59,11.31,0.17,17.7,6.14,31.27
3630,0.59,11.31,0.17,17.7,6.14,31.27
3635,0.59,11.31,0.17,17.7,6.14,31.27
3640,0.59,11.31,0.17,17.7,6.14,31.27
3645,0.59,11.31,0.17,17.7,6.14,31.27
3650,0.59,11.31,0.17,17.7,6.14,31.27
3655,0.59,11.31,0.17,17.7,6.14,31.27
3660,0.59,11.31,0.17,17.7,6.14,31.27
3665,0.59,11.31,0.17,17.7,6.14,31.27
3670,0.59,11.31,0.17,17.7,6.14,31.27
3675,0.59,11.31,0.17,17.7,6.14,31.27
3680,0.59,11.31,0.17,17.7,6.14,31.27
3685,0.59,11.31,0.17,17.7,6.14,31.27
3690,0.59,11.31,0.17,17.7,6.14,31.27
3695,0.59,11.31,0.17,17.7,6.14,31.27
3700,0.59,11.31,0.17,17.7,6.14,31.27
3705,0.59,11.31,0.17,17.7,6.14,31.27
3710,0.59,11.31,0.17,17.7,6.14,31.27
3715,0.59,11.31,0.17,17.7,6.14,31.27
3720,0.59,11.31,0.17,17.7,6.14,31.27
3725,0.59,11.31,0.17,17.7,6.14,31.27
3730,0.59,11.31,0.17,17.7,6.14,31.27
3735,0.59,11.31,0.17,17.7,6.14,31.27
3740,0.59,11.31,0.17,17.7,6.14,31.27
3745,0.59,11.31,0.17,17.7,6.14,31.27
3750,0.59,11.31,0.17,17.7,6.14,31.27
3755,0.59,11.31,0.17,17.7,6.14,31.27
3760,0.59,11.31,0.17,17.7,6.14,31.27
3765,0.59,11.31,0.17,17.7,6.14,31.27
3770,0.59,11.31,0.17,17.7,6.14,31.27
3775,0.59,11.31,0.17,17.7,6.14,31.27
3780,0.59,11.31,0.17,17.7,6.14,31.27
3785,0.59,11.31,0.17,17.7,6.14,31.27
3790,0.59,11.31,0.17,17.7,6.14,31.27
3795,0.59,11.31,0.17,17.7,6.14,31.27
3800,0.59,11.31,0.17,17.7,6.14,31.27
3805,0.59,11.31,0.17,17.7,6.14,31.27
3810,0.59,11.31,0.17,17.7,6.14,31.27
3815,0.59,11.31,0.17,17.7,6.14,31.27
3820,0.59,11.31,0.17,17.7,6.14,31.27
3825,0.59,11.31,0.17,17.7,6.14,31.27
3830,0.59,11.31,0.17,17.7,6.14,31.27
3835,0.59,11.31,0.17,17.7,6.14,31.27
3840,0.59,11.31,0.17,17.7,6.14,31.27
3845,0.59,11.31,0.17,17.7,6.14,31.27
3850,0.59,11.31,0.17,17.7,6.14,31.27
3855,0.59,11.31,0.17,17.7,6.14,31.27
3860,0.59,11.31,0.17,17.7,6.14,31.27
3865,0.59,11.31,0.17,17.7,6.14,31.27
3870,0.59,11.31,0.17,17.7,6.14,31.27
3875,0.59,11.31,0.17,17.7,6.14,31.27
3880,0.59,11.31,0.17,17.7,6.14,31.27
3885,0.59,11.31,0.17,17.7,6.14,31.27
3890,0.59,11.31,0.17,17.7,6.14,31.27
3895,0.59,11.31,0.17,17.7,6.14,31.27
3900,0.59,11.31,0.17,17.7,6.14,31.27
3905,0.59,11.31,0.17,17.7,6.14,31.27
3910,0.59,11.31,0.17,17.7,6.14,31.27
3915,0.59,11.31,0.17,17.7,6.14,31.27
3920,0.59,11.31,0.17,17.7,6.14,31.27
3925,0.59,11.31,0.17,17.7,6.14,31.27
3930,0.59,11.31,0.17,17.7,6.14,31.27
3935,0.59,11.31,0.17,17.7,6.14,31.27
3940,0.59,11.31,0.17,17.7,6.14,31.27
3945,0.59,11.31,0.17,17.7,6.14,31.27
3950,0.59,11.31,0.17,17.7,6.14,31.27
3955,0.59,11.31,0.17,17.7,6.14,31.27
3960,0.59,11.31,0.17,17.7,6.14,31.27
3965,0.59,11.31,0.17,17.7,6.14,31.27
3970,0.59,11.31,0.17,17.7,6.14,31.27
3975,0.59,11.31,0.17,17.7,6.14,31.27
3980,0.59,11.31,0.17,17.7,6.14,31.27
3985,0.59,11.31,0.17,17.7,6.14,31.27
3990,0.59,11.31,0.17,17.7,6.14,31.27
3995,0.59,11.31,0.17,17.7,6.14,31.27
4000,0.59,11.31,0.17,17.7,6.14,31.27
4005,0.59,11.31,0.17,17.7,6.14,31.27
4010,0.59,11.31,0.17,17.7,6.14,31.27
4015,0.59,11.31,0.17,17.7,6.14,31.27
4020,0.59,11.31,0.17,17.7,6.14,31.27
4025,0.59,11.31,0.17,17.7,6.14,31.27
4030,0.59,11.31,0.17,17.7,6.14,31.27
4035,0.59,11.31,0.17,17.7,6.14,31.27
4040,0.59,11.31,0.17,17.7,6.14,31.27
4045,0.59,11.31,0.17,17.7,6.14,31.27
4050,0.59,11.31,0.17,17.7,6.14,31.27
4055,0.59,11.31,0.17,17.7,6.14,31.27
4060,0.59,11.31,0.17,17.7,6.14,31.27
4065,0.59,11.31,0.17,17.7,6.14,31.27
4070,0.59,11.31,0.17,17.7,6.14,31.27
4075,0.59,11.31,0.17,17.7,6.14,31.27
4080,0.59,11.31,0.17,17.7,6.14,31.27
4085,0.59,11.31,0.17,17.7,6.14,31.27
4090,0.59,11.31,0.17,17.7,6.14,31.27
4095,0.59,11.31,0.17,17.7,6.14,31.27
4100,0.59,11.31,0.17,17.7,6.14,31.27
4105,0.59,11.31,0.17,17.7,6.14,31.27
4110,0.59,11.31,0.17,17.7,6.14,31.27
4115,0.59,11.31,0.17,17.7,6.14,31.27
4120,0.59,11.31,0.17,17.7,6.14,31.27
4125,0.59,11.31,0.17,17.7,6.14,31.27
4130,0.59,11.31,0.17,17.7,6.14,31.27
4135,0.59,11.31,0.17,17.7,6.14,31.27
4140,0.59,11.31,0.17,17.7,6.14,31.27
4145,0.59,11.31,0.17,17.7,6.14,31.27
4150,0.59,11.31,0.17,17.7,6.14,31.27
4155,0.59,11.31,0.17,17.7,6.14,31.27
4160,0.59,11.31,0.17,17.7,6.14,31.27
4165,0.59,11.31,0.17,17.7,6.14,31.27
4170,0.59,11.31,0.17,17.7,6.14,31.27
4175,0.59,11.31,0.17,17.7,6.14,31.27
4180,0.59,11.31,0.17,17.7,6.14,31.27
4185,0.59,11.31,0.17,17.7,6.14,31.27
4190,0.59,11.31,0.17,17.7,6.14,31.27
4195,0.59,11.31,0.17,17.7,6.14,31.27
4200,0.57,10.84,0.16,19.1,6.07,30.55
4205,0.57,10.84,0.16,19.1,6.07,30.55
4210,0.57,10.84,0.16,19.1,6.07,30.55
4215,0.57,10.84,0.16,19.1,6.07,30.55
4220,0.57,10.84,0.16,19.1,6.07,30.55
4225,0.57,10.84,0.16,19.1,6.07,30.55
4230,0.57,10.84,0.16,19.1,6.07,30.55
4235,0.57,10.84,0.16,19.1,6.07,30.55
4240,0.57,10.84,0.16,19.1,6.07,30.55
4245,0.57,10.84,0.16,19.1,6.07,30.55
4250,0.57,10.84,0.16,19.1,6.07,30.55
4255,0.57,10.84,0.16,19.1,6.07,30.55
4260,0.57,10.84,0.16,19.1,6.07,30.55
4265,0.57,10.84,0.16,19.1,6.07,30.55
4270,0.57,10.84,0.16,19.1,6.07,30.55
4275,0.57,10.84,0.16,19.1,6.07,30.55
4280,0.57,10.84,0.16,19.1,6.07,30.55
4285,0.57,10.84,0.16,19.1,6.07,30.55
4290,0.57,10.84,0.16,19.1,6.07,30.55
4295,0.57,10.84,0.16,19.1,6.07,30.55
4300,0.57,10.84,0.16,19.1,6.07,30.55
4305,0.57,10.84,0.16,19.1,6.07,30.55
4310,0.57,10.84,0.16,19.1,6.07,30.55
4315,0.57,10.84,0.16,19.1,6.07,30.55
4320,0.57,10.84,0.16,19.1,6.07,30.55
4325,0.57,10.84,0.16,19.1,6.07,30.55
4330,0.57,10.84,0.16,19.1,6.07,30.55
4335,0.57,10.84,0.16,19.1,6.07,30.55
4340,0.57,10.84,0.16,19.1,6.07,30.55
4345,0.57,10.84,0.16,19.1,6.07,30.55
4350,0.57,10.84,0.16,19.1,6.07,30.55
4355,0.57,10.84,0.16,19.1,6.07,30.55
4360,0.57,10.84,0.16,19.1,6.07,30.55
4365,0.57,10.84,0.16,19.1,6.07,30.55
4370,0.57,10.84,0.16,19.1,6.07,30.55
4375,0.57,10.84,0.16,19.1,6.07,30.55
4380,0.57,10.84,0.16,19.1,6.07,30.55
4385,0.57,10.84,0.16,19.1,6.07,30.55
4390,0.57,10.84,0.16,19.1,6.07,30.55
4395,0.57,10.84,0.16,19.1,6.07,30.55
4400,0.57,10.84,0.16,19.1,6.07,30.55
4405,0.57,10.84,0.16,19.1,6.07,30.55
4410,0.57,10.84,0.16,19.1,6.07,30.55
4415,0.57,10.84,0.16,19.1,6.07,30.55
4420,0.57,10.84,0.16,19.1,6.07,30.55
4425,0.57,10.84,0.16,19.1,6.07,30.55
4430,0.57,10.84,0.16,19.1,6.07,30.55
4435,0.57,10.84,0.16,19.1,6.07,30.55
4440,0.57,10.84,0.16,19.1,6.07,30.55
4445,0.57,10.84,0.16,19.1,6.07,30.55
4450,0.57,10.84,0.16,19.1,6.07,30.55
4455,0.57,10.84,0.16,19.1,6.07,30.55
4460,0.57,10.84,0.16,19.1,6.07,30.55
4465,0.57,10.84,0.16,19.1,6.07,30.55
4470,0.57,10.84,0.16,19.1,6.07,30.55
4475,0.57,10.84,0.16,19.1,6.07,30.55
4480,0.57,10.84,0.16,19.1,6.07,30.55
4485,0.57,10.84,0.16,19.1,6.07,30.55
4490,0.57,10.84,0.16,19.1,6.07,30.55
4495,0.57,10.84,0.16,19.1,6.07,30.55
4500,0.57,10.84,0.16,19.1,6.07,30.55
4505,0.57,10.84,0.16,19.1,6.07,30.55
4510,0.57,10.84,0.16,19.1,6.07,30.55
4515,0.57,10.84,0.16,19.1,6.07,30.55
4520,0.57,10.84,0.16,19.1,6.07,30.55
4525,0.57,10.84,0.16,19.1,6.07,30.55
4530,0.57,10.84,0.16,19.1,6.07,30.55
4535,0.57,10.84,0.16,19.1,6.07,30.55
4540,0.57,10.84,0.16,19.1,6.07,30.55
4545,0.57,10.84,0.16,19.1,6.07,30.55
4550,0.57,10.84,0.16,19.1,6.07,30.55
4555,0.57,10.84,0.16,19.1,6.07,30.55
4560,0.57,10.84,0.16,19.1,6.07,30.55
4565,0.57,10.84,0.16,19.1,6.07,30.55
4570,0.57,10.84,0.16,19.1,6.07,30.55
4575,0.57,10.84,0.16,19.1,6.07,30.55
4580,0.57,10.84,0.16,19.1,6.07,30.55
4585,0.57,10.84,0.16,19.1,6.07,30.55
4590,0.57,10.84,0.16,19.1,6.07,30.55
4595,0.57,10.84,0.16,19.1,6.07,30.55
4600,0.57,10.84,0.16,19.1,6.07,30.55
4605,0.57,10.84,0.16,19.1,6.07,30.55
4610,0.57,10.84,0.16,19.1,6.07,30.55
4615,0.57,10.84,0.16,19.1,6.07,30.55
4620,0.57,10.84,0.16,19.1,6.07,30.55
4625,0.57,10.84,0.16,19.1,6.07,30.55
4630,0.57,10.84,0.16,19.1,6.07,30.55
4635,0.57,10.84,0.16,19.1,6.07,30.55
4640,0.57,10.84,0.16,19.1,6.07,30.55
4645,0.57,10.84,0.16,19.1,6.07,30.55
4650,0.57,10.84,0.16,19.1,6.07,30.55
4655,0.57,10.84,0.16,19.1,6.07,30.55
4660,0.57,10.84,0.16,19.1,6.07,30.55
4665,0.57,10.84,0.16,19.1,6.07,30.55
4670,0.57,10.84,0.16,19.1,6.07,30.55
4675,0.57,10.84,0.16,19.1,6.07,30.55
4680,0.57,10.84,0.16,19.1,6.07,30.55
4685,0.57,10.84,0.16,19.1,6.07,30.55
4690,0.57,10.84,0.16,19.1,6.07,30.55
4695,0.57,10.84,0.16,19.1,6.07,30.55
4700,0.57,10.84,0.16,19.1,6.07,30.55
4705,0.57,10.84,0.16,19.1,6.07,30.55
4710,0.57,10.84,0.16,19.1,6.07,30.55
4715,0.57,10.84,0.16,19.1,6.07,30.55
4720,0.57,10.84,0.16,19.1,6.07,30.55
4725,0.57,10.84,0.16,19.1,6.07,30.55
4730,0.57,10.84,0.16,19.1,6.07,30.55
4735,0.57,10.84,0.16,19.1,6.07,30.55
4740,0.57,10.84,0.16,19.1,6.07,30.55
4745,0.57,10.84,0.16,19.1,6.07,30.55
4750,0.57,10.84,0.16,19.1,6.07,30.55
4755,0.57,10.84,0.16,19.1,6.07,30.55
4760,0.57,10.84,0.16,19.1,6.07,30.55
4765,0.57,10.84,0.16,19.1,6.07,30.55
4770,0.57,10.84,0.16,19.1,6.07,30.55
4775,0.57,10.84,0.16,19.1,6.07,30.55
4780,0.57,10.84,0.16,19.1,6.07,30.55
4785,0.57,10.84,0.16,19.1,6.07,30.55
4790,0.57,10.84,0.16,19.1,6.07,30.55
4795,0.57,10.84,0.16,19.1,6.07,30.55
4800,0.55,10.37,0.15,18.59,6.01,30.13
4805,0.55,10.37,0.15,18.59,6.01,30.13
4810,0.55,10.37,0.15,18.59,6.01,30.13
4815,0.55,10.37,0.15,18.59,6.01,30.13
4820,0.55,10.37,0.15,18.59,6.01,30.13
4825,0.55,10.37,0.15,18.59,6.01,30.13
4830,0.55,10.37,0.15,18.59,6.01,30.13
4835,0.55,10.37,0.15,18.59,6.01,30.13
4840,0.55,10.37,0.15,18.59,6.01,30.13
4845,0.55,10.37,0.15,18.59,6.01,30.13
4850,0.55,10.37,0.15,18.59,6.01,30.13
4855,0.55,10.37,0.15,18.59,6.01,30.13
4860,0.55,10.37,0.15,18.59,6.01,30.13
4865,0.55,10.37,0.15,18.59,6.01,30.13
4870,0.55,10.37,0.15,18.59,6.01,30.13
4875,0.55,10.37,0.15,18.59,6.01,30.13
4880,0.55,10.37,0.15,18.59,6.01,30.13
4885,0.55,10.37,0.15,18.59,6.01,30.13
4890,0.55,10.37,0.15,18.59,6.01,30.13
4895,0.55,10.37,0.15,18.59,6.01,30.13
4900,0.55,10.37,0.15,18.59,6.01,30.13
4905,0.55,10.37,0.15,18.59,6.01,30.13
4910,0.55,10.37,0.15,18.59,6.01,30.13
4915,0.55,10.37,0.15,18.59,6.01,30.13
4920,0.55,10.37,0.15,18.59,6.01,30.13
4925,0.55,10.37,0.15,18.59,6.01,30.13
4930,0.55,10.37,0.15,18.59,6.01,30.13
4935,0.55,10.37,0.15,18.59,6.01,30.13
4940,0.55,10.37,0.15,18.59,6.01,30.13
4945,0.55,10.37,0.15,18.59,6.01,30.13
4950,0.55,10.37,0.15,18.59,6.01,30.13
4955,0.55,10.37,0.15,18.59,6.01,30.13
4960,0.55,10.37,0.15,18.59,6.01,30.13
4965,0.55,10.37,0.15,18.59,6.01,30.13
4970,0.55,10.37,0.15,18.59,6.01,30.13
4975,0.55,10.37,0.15,18.59,6.01,30.13
4980,0.55,10.37,0.15,18.59,6.01,30.13
4985,0.55,10.37,0.15,18.59,6.01,30.13
4990,0.55,10.37,0.15,18.59,6.01,30.13
4995,0.55,10.37,0.15,18.59,6.01,30.13
5000,0.55,10.37,0.15,18.59,6.01,30.13
5005,0.55,10.37,0.15,18.59,6.01,30.13
5010,0.55,10.37,0.15,18.59,6.01,30.13
5015,0.55,10.37,0.15,18.59,6.01,30.13
5020,0.55,10.37,0.15,18.59,6.01,30.13
5025,0.55,10.37,0.15,18.59,6.01,30.13
5030,0.55,10.37,0.15,18.59,6.01,30.13
5035,0.55,10.37,0.15,18.59,6.01,30.13
5040,0.55,10.37,0.15,18.59,6.01,30.13
5045,0.55,10.37,0.15,18.59,6.01,30.13
5050,0.55,10.37,0.15,18.59,6.01,30.13
5055,0.55,10.37,0.15,18.59,6.01,30.13
5060,0.55,10.37,0.15,18.59,6.01,30.13
5065,0.55,10.37,0.15,18.59,6.01,30.13
5070,0.55,10.37,0.15,18.59,6.01,30.13
5075,0.55,10.37,0.15,18.59,6.01,30.13
5080,0.55,10.37,0.15,18.59,6.01,30.13
5085,0.55,10.37,0.15,18.59,6.01,30.13
5090,0.55,10.37,0.15,18.59,6.01,30.13
5095,0.55,10.37,0.15,18.59,6.01,30.13
5100,0.55,10.37,0.15,18.59,6.01,30.13
5105,0.55,10.37,0.15,18.59,6.01,30.13
5110,0.55,10.37,0.15,18.59,6.01,30.13
5115,0.55,10.37,0.15,18.59,6.01,30.13
5120,0.55,10.37,0.15,18.59,6.01,30.13
5125,0.55,10.37,0.15,18.59,6.01,30.13
5130,0.55,10.37,0.15,18.59,6.01,30.13
5135,0.55,10.37,0.15,18.59,6.01,30.13
5140,0.55,10.37,0.15,18.59,6.01,30.13
5145,0.55,10.37,0.15,18.59,6.01,30.13
5150,0.55,10.37,0.15,18.59,6.01,30.13
5155,0.55,10.37,0.15,18.59,6.01,30.13
5160,0.55,10.37,0.15,18.59,6.01,30.13
5165,0.55,10.37,0.15,18.59,6.01,30.13
5170,0.55,10.37,0.15,18.59,6.01,30.13
5175,0.55,10.37,0.15,18.59,6.01,30.13
5180,0.55,10.37,0.15,18.59,6.01,30.13
5185,0.55,10.37,0.15,18.59,6.01,30.13
5190,0.55,10.37,0.15,18.59,6.01,30.13
5195,0.55,10.37,0.15,18.59,6.01,30.13
5200,0.55,10.37,0.15,18.59,6.01,30.13
5205,0.55,10.37,0.15,18.59,6.01,30.13
5210,0.55,10.37,0.15,18.59,6.01,30.13
5215,0.55,10.37,0.15,18.59,6.01,30.13
5220,0.55,10.37,0.15,18.59,6.01,30.13
5225,0.55,10.37,0.15,18.59,6.01,30.13
5230,0.55,10.37,0.15,18.59,6.01,30.13
