ts,hefei,ningbo,wuhan,wuxi
6650,2.41,2.4,3.59,0.29
6655,2.41,2.4,3.59,0.29
6660,2.41,2.4,3.59,0.29
6665,2.41,2.4,3.59,0.29
6670,2.41,2.4,3.59,0.29
6675,2.41,2.4,3.59,0.29
6680,2.41,2.4,3.59,0.29
6685,2.41,2.4,3.59,0.29
6690,2.41,2.4,3.59,0.29
6695,2.41,2.4,3.59,0.29
6700,2.41,2.4,3.59,0.29
6705,2.41,2.4,3.59,0.29
6710,2.41,2.4,3.59,0.29
6715,2.41,2.4,3.59,0.29
6720,2.41,2.4,3.59,0.29
6725,2.41,2.4,3.59,0.29
6730,2.41,2.4,3.59,0.29
6735,2.41,2.4,3.59,0.29
6740,2.41,2.4,3.59,0.29
6745,2.41,2.4,3.59,0.29
6750,2.41,2.4,3.59,0.29
6755,2.41,2.4,3.59,0.29
6760,2.41,2.4,3.59,0.29
6765,2.41,2.4,3.59,0.29
6770,2.41,2.4,3.59,0.29
6775,2.41,2.4,3.59,0.29
6780,2.41,2.4,3.59,0.29
6785,2.41,2.4,3.59,0.29
6790,2.41,2.4,3.59,0.29
6795,2.41,2.4,3.59,0.29
6800,2.41,2.4,3.59,0.29
6805,2.41,2.4,3.59,0.29
6810,2.41,2.4,3.59,0.29
6815,2.41,2.4,3.59,0.29
6820,2.41,2.4,3.59,0.29
6825,2.41,2.4,3.59,0.29
6830,2.41,2.4,3.59,0.29
6835,2.41,2.4,3.59,0.29
6840,2.41,2.4,3.59,0.29
6845,2.41,2.4,3.59,0.29
6850,2.41,2.4,3.59,0.29
6855,2.41,2.4,3.59,0.29
6860,2.41,2.4,3.59,0.29
6865,2.41,2.4,3.59,0.29
6870,2.41,2.4,3.59,0.29
6875,2.41,2.4,3.59,0.29
6880,2.41,2.4,3.59,0.29
6885,2.41,2.4,3.59,0.29
6890,2.41,2.4,3.59,0.29
6895,2.41,2.4,3.59,0.29
6900,2.41,2.4,3.59,0.29
6905,2.41,2.4,3.59,0.29
6910,2.41,2.4,3.59,0.29
6915,2.41,2.4,3.59,0.29
6920,2.41,2.4,3.59,0.29
6925,2.41,2.4,3.59,0.29
6930,2.41,2.4,3.59,0.29
6935,2.41,2.4,3.59,0.29
6940,2.41,2.4,3.59,0.29
6945,2.41,2.4,3.59,0.29
6950,2.41,2.4,3.59,0.29
6955,2.41,2.4,3.59,0.29
6960,2.41,2.4,3.59,0.29
6965,2.41,2.4,3.59,0.29
6970,2.41,2.4,3.59,0.29
6975,2.41,2.4,3.59,0.29
6980,2.41,2.4,3.59,0.29
6985,2.41,2.4,3.59,0.29
6990,2.41,2.4,3.59,0.29
6995,2.41,2.4,3.59,0.29
7000,2.41,2.4,3.59,0.29
7005,2.41,2.4,3.59,0.29
7010,2.41,2.4,3.59,0.29
7015,2.41,2.4,3.59,0.29
7020,2.41,2.4,3.59,0.29
7025,2.41,2.4,3.59,0.29
7030,2.41,2.4,3.59,0.29
7035,2.41,2.4,3.59,0.29
7040,2.41,2.4,3.59,0.29
7045,2.41,2.4,3.59,0.29
7050,2.41,2.4,3.59,0.29
7055,2.41,2.4,3.59,0.29
7060,2.41,2.4,3.59,0.29
7065,2.41,2.4,3.59,0.29
7070,2.41,2.4,3.59,0.29
7075,2.41,2.4,3.59,0.29
7080,2.41,2.4,3.59,0.29
7085,2.41,2.4,3.59,0.29
7090,2.41,2.4,3.59,0.29
7095,2.41,2.4,3.59,0.29
7100,2.41,2.4,3.59,0.29
7105,2.41,2.4,3.59,0.29
7110,2.41,2.4,3.59,0.29
7115,2.41,2.4,3.59,0.29
7120,2.41,2.4,3.59,0.29
7125,2.41,2.4,3.59,0.29
7130,2.41,2.4,3.59,0.29
7135,2.41,2.4,3.59,0.29
7140,2.41,2.4,3.59,0.29
7145,2.41,2.4,3.59,0.29
7150,2.41,2.4,3.59,0.29
7155,2.41,2.4,3.59,0.29
7160,2.41,2.4,3.59,0.29
7165,2.41,2.4,3.59,0.29
7170,2.41,2.4,3.59,0.29
7175,2.41,2.4,3.59,0.29
7180,2.41,2.4,3.59,0.29
7185,2.41,2.4,3.59,0.29
7190,2.41,2.4,3.59,0.29
7195,2.41,2.4,3.59,0.29
7200,2.03,2.05,2.74,0.29
7205,2.03,2.05,2.74,0.29
7210,2.03,2.05,2.74,0.29
7215,2.03,2.05,2.74,0.29
7220,2.03,2.05,2.74,0.29
7225,2.03,2.05,2.74,0.29
7230,2.03,2.05,2.74,0.29
7235,2.03,2.05,2.74,0.29
7240,2.03,2.05,2.74,0.29
7245,2.03,2.05,2.74,0.29
7250,2.03,2.05,2.74,0.29
7255,2.03,2.05,2.74,0.29
7260,2.03,2.05,2.74,0.29
7265,2.03,2.05,2.74,0.29
7270,2.03,2.05,2.74,0.29
7275,2.03,2.05,2.74,0.29
7280,2.03,2.05,2.74,0.29
7285,2.03,2.05,2.74,0.29
7290,2.03,2.05,2.74,0.29
7295,2.03,2.05,2.74,0.29
7300,2.03,2.05,2.74,0.29
7305,2.03,2.05,2.74,0.29
7310,2.03,2.05,2.74,0.29
7315,2.03,2.05,2.74,0.29
7320,2.03,2.05,2.74,0.29
7325,2.03,2.05,2.74,0.29
7330,2.03,2.05,2.74,0.29
7335,2.03,2.05,2.74,0.29
7340,2.03,2.05,2.74,0.29
7345,2.03,2.05,2.74,0.29
7350,2.03,2.05,2.74,0.29
7355,2.03,2.05,2.74,0.29
7360,2.03,2.05,2.74,0.29
7365,2.03,2.05,2.74,0.29
7370,2.03,2.05,2.74,0.29
7375,2.03,2.05,2.74,0.29
7380,2.03,2.05,2.74,0.29
7385,2.03,2.05,2.74,0.29
7390,2.03,2.05,2.74,0.29
7395,2.03,2.05,2.74,0.29
7400,2.03,2.05,2.74,0.29
7405,2.03,2.05,2.74,0.29
7410,2.03,2.05,2.74,0.29
7415,2.03,2.05,2.74,0.29
7420,2.03,2.05,2.74,0.29
7425,2.03,2.05,2.74,0.29
7430,2.03,2.05,2.74,0.29
7435,2.03,2.05,2.74,0.29
7440,2.03,2.05,2.74,0.29
7445,2.03,2.05,2.74,0.29
7450,2.03,2.05,2.74,0.29
7455,2.03,2.05,2.74,0.29
7460,2.03,2.05,2.74,0.29
7465,2.03,2.05,2.74,0.29
7470,2.03,2.05,2.74,0.29
7475,2.03,2.05,2.74,0.29
7480,2.03,2.05,2.74,0.29
7485,2.03,2.05,2.74,0.29
7490,2.03,2.05,2.74,0.29
7495,2.03,2.05,2.74,0.29
7500,2.03,2.05,2.74,0.29
7505,2.03,2.05,2.74,0.29
7510,2.03,2.05,2.74,0.29
7515,2.03,2.05,2.74,0.29
7520,2.03,2.05,2.74,0.29
7525,2.03,2.05,2.74,0.29
7530,2.03,2.05,2.74,0.29
7535,2.03,2.05,2.74,0.29
7540,2.03,2.05,2.74,0.29
7545,2.03,2.05,2.74,0.29
7550,2.03,2.05,2.74,0.29
7555,2.03,2.05,2.74,0.29
7560,2.03,2.05,2.74,0.29
7565,2.03,2.05,2.74,0.29
7570,2.03,2.05,2.74,0.29
7575,2.03,2.05,2.74,0.29
7580,2.03,2.05,2.74,0.29
7585,2.03,2.05,2.74,0.29
7590,2.03,2.05,2.74,0.29
7595,2.03,2.05,2.74,0.29
7600,2.03,2.05,2.74,0.29
7605,2.03,2.05,2.74,0.29
7610,2.03,2.05,2.74,0.29
7615,2.03,2.05,2.74,0.29
7620,2.03,2.05,2.74,0.29
7625,2.03,2.05,2.74,0.29
7630,2.03,2.05,2.74,0.29
7635,2.03,2.05,2.74,0.29
7640,2.03,2.05,2.74,0.29
7645,2.03,2.05,2.74,0.29
7650,2.03,2.05,2.74,0.29
7655,2.03,2.05,2.74,0.29
7660,2.03,2.05,2.74,0.29
7665,2.03,2.05,2.74,0.29
7670,2.03,2.05,2.74,0.29
7675,2.03,2.05,2.74,0.29
7680,2.03,2.05,2.74,0.29
7685,2.03,2.05,2.74,0.29
7690,2.03,2.05,2.74,0.29
7695,2.03,2.05,2.74,0.29
7700,2.03,2.05,2.74,0.29
7705,2.03,2.05,2.74,0.29
7710,2.03,2.05,2.74,0.29
7715,2.03,2.05,2.74,0.29
7720,2.03,2.05,2.74,0.29
7725,2.03,2.05,2.74,0.29
7730,2.03,2.05,2.74,0.29
7735,2.03,2.05,2.74,0.29
7740,2.03,2.05,2.74,0.29
7745,2.03,2.05,2.74,0.29
7750,2.03,2.05,2.74,0.29
7755,2.03,2.05,2.74,0.29
7760,2.03,2.05,2.74,0.29
7765,2.03,2.05,2.74,0.29
7770,2.03,2.05,2.74,0.29
7775,2.03,2.05,2.74,0.29
7780,2.03,2.05,2.74,0.29
7785,2.03,2.05,2.74,0.29
7790,2.03,2.05,2.74,0.29
7795,2.03,2.05,2.74,0.29
7800,1.66,1.83,1.92,0.28
7805,1.66,1.83,1.92,0.28
7810,1.66,1.83,1.92,0.28
7815,1.66,1.83,1.92,0.28
7820,1.66,1.83,1.92,0.28
7825,1.66,1.83,1.92,0.28
7830,1.66,1.83,1.92,0.28
7835,1.66,1.83,1.92,0.28
7840,1.66,1.83,1.92,0.28
7845,1.66,1.83,1.92,0.28
7850,1.66,1.83,1.92,0.28
7855,1.66,1.83,1.92,0.28
7860,1.66,1.83,1.92,0.28
7865,1.66,1.83,1.92,0.28
7870,1.66,1.83,1.92,0.28
7875,1.66,1.83,1.92,0.28
7880,1.66,1.83,1.92,0.28
7885,1.66,1.83,1.92,0.28
7890,1.66,1.83,1.92,0.28
7895,1.66,1.83,1.92,0.28
7900,1.66,1.83,1.92,0.28
7905,1.66,1.83,1.92,0.28
7910,1.66,1.83,1.92,0.28
7915,1.66,1.83,1.92,0.28
7920,1.66,1.83,1.92,0.28
7925,1.66,1.83,1.92,0.28
7930,1.66,1.83,1.92,0.28
7935,1.66,1.83,1.92,0.28
7940,1.66,1.83,1.92,0.28
7945,1.66,1.83,1.92,0.28
7950,1.66,1.83,1.92,0.28
7955,1.66,1.83,1.92,0.28
7960,1.66,1.83,1.92,0.28
7965,1.66,1.83,1.92,0.28
7970,1.66,1.83,1.92,0.28
7975,1.66,1.83,1.92,0.28
7980,1.66,1.83,1.92,0.28
7985,1.66,1.83,1.92,0.28
7990,1.66,1.83,1.92,0.28
7995,1.66,1.83,1.92,0.28
8000,1.66,1.83,1.92,0.28
8005,1.66,1.83,1.92,0.28
8010,1.66,1.83,1.92,0.28
8015,1.66,1.83,1.92,0.28
8020,1.66,1.83,1.92,0.28
8025,1.66,1.83,1.92,0.28
8030,1.66,1.83,1.92,0.28
8035,1.66,1.83,1.92,0.28
8040,1.66,1.83,1.92,0.28
8045,1.66,1.83,1.92,0.28
8050,1.66,1.83,1.92,0.28
8055,1.66,1.83,1.92,0.28
8060,1.66,1.83,1.92,0.28
8065,1.66,1.83,1.92,0.28
8070,1.66,1.83,1.92,0.28
8075,1.66,1.83,1.92,0.28
8080,1.66,1.83,1.92,0.28
8085,1.66,1.83,1.92,0.28
8090,1.66,1.83,1.92,0.28
8095,1.66,1.83,1.92,0.28
8100,1.66,1.83,1.92,0.28
8105,1.66,1.83,1.92,0.28
8110,1.66,1.83,1.92,0.28
8115,1.66,1.83,1.92,0.28
8120,1.66,1.83,1.92,0.28
8125,1.66,1.83,1.92,0.28
8130,1.66,1.83,1.92,0.28
8135,1.66,1.83,1.92,0.28
8140,1.66,1.83,1.92,0.28
8145,1.66,1.83,1.92,0.28
8150,1.66,1.83,1.92,0.28
8155,1.66,1.83,1.92,0.28
8160,1.66,1.83,1.92,0.28
8165,1.66,1.83,1.92,0.28
8170,1.66,1.83,1.92,0.28
8175,1.66,1.83,1.92,0.28
8180,1.66,1.83,1.92,0.28
8185,1.66,1.83,1.92,0.28
8190,1.66,1.83,1.92,0.28
8195,1.66,1.83,1.92,0.28
8200,1.66,1.83,1.92,0.28
8205,1.66,1.83,1.92,0.28
8210,1.66,1.83,1.92,0.28
8215,1.66,1.83,1.92,0.28
8220,1.66,1.83,1.92,0.28
8225,1.66,1.83,1.92,0.28
8230,1.66,1.83,1.92,0.28
8235,1.66,1.83,1.92,0.28
8240,1.66,1.83,1.92,0.28
8245,1.66,1.83,1.92,0.28
8250,1.66,1.83,1.92,0.28
8255,1.66,1.83,1.92,0.28
8260,1.66,1.83,1.92,0.28
8265,1.66,1.83,1.92,0.28
8270,1.66,1.83,1.92,0.28
8275,1.66,1.83,1.92,0.28
8280,1.66,1.83,1.92,0.28
8285,1.66,1.83,1.92,0.28
8290,1.66,1.83,1.92,0.28
8295,1.66,1.83,1.92,0.28
8300,1.66,1.83,1.92,0.28
8305,1.66,1.83,1.92,0.28
8310,1.66,1.83,1.92,0.28
8315,1.66,1.83,1.92,0.28
8320,1.66,1.83,1.92,0.28
8325,1.66,1.83,1.92,0.28
8330,1.66,1.83,1.92,0.28
8335,1.66,1.83,1.92,0.28
8340,1.66,1.83,1.92,0.28
8345,1.66,1.83,1.92,0.28
8350,1.66,1.83,1.92,0.28
8355,1.66,1.83,1.92,0.28
8360,1.66,1.83,1.92,0.28
8365,1.66,1.83,1.92,0.28
8370,1.66,1.83,1.92,0.28
8375,1.66,1.83,1.92,0.28
8380,1.66,1.83,1.92,0.28
8385,1.66,1.83,1.92,0.28
8390,1.66,1.83,1.92,0.28
8395,1.66,1.83,1.92,0.28
8400,1.27,1.82,1.74,0.29
8405,1.27,1.82,1.74,0.29
8410,1.27,1.82,1.74,0.29
8415,1.27,1.82,1.74,0.29
8420,1.27,1.82,1.74,0.29
8425,1.27,1.82,1.74,0.29
8430,1.27,1.82,1.74,0.29
8435,1.27,1.82,1.74,0.29
8440,1.27,1.82,1.74,0.29
8445,1.27,1.82,1.74,0.29
8450,1.27,1.82,1.74,0.29
8455,1.27,1.82,1.74,0.29
8460,1.27,1.82,1.74,0.29
8465,1.27,1.82,1.74,0.29
8470,1.27,1.82,1.74,0.29
8475,1.27,1.82,1.74,0.29
8480,1.27,1.82,1.74,0.29
8485,1.27,1.82,1.74,0.29
8490,1.27,1.82,1.74,0.29
8495,1.27,1.82,1.74,0.29
8500,1.27,1.82,1.74,0.29
8505,1.27,1.82,1.74,0.29
8510,1.27,1.82,1.74,0.29
8515,1.27,1.82,1.74,0.29
8520,1.27,1.82,1.74,0.29
8525,1.27,1.82,1.74,0.29
8530,1.27,1.82,1.74,0.29
8535,1.27,1.82,1.74,0.29
8540,1.27,1.82,1.74,0.29
8545,1.27,1.82,1.74,0.29
8550,1.27,1.82,1.74,0.29
8555,1.27,1.82,1.74,0.29
8560,1.27,1.82,1.74,0.29
8565,1.27,1.82,1.74,0.29
8570,1.27,1.82,1.74,0.29
8575,1.27,1.82,1.74,0.29
8580,1.27,1.82,1.74,0.29
8585,1.27,1.82,1.74,0.29
8590,1.27,1.82,1.74,0.29
8595,1.27,1.82,1.74,0.29
8600,1.27,1.82,1.74,0.29
8605,1.27,1.82,1.74,0.29
8610,1.27,1.82,1.74,0.29
8615,1.27,1.82,1.74,0.29
8620,1.27,1.82,1.74,0.29
8625,1.27,1.82,1.74,0.29
8630,1.27,1.82,1.74,0.29
8635,1.27,1.82,1.74,0.29
8640,1.27,1.82,1.74,0.29
8645,1.27,1.82,1.74,0.29
8650,1.27,1.82,1.74,0.29
8655,1.27,1.82,1.74,0.29
8660,1.27,1.82,1.74,0.29
8665,1.27,1.82,1.74,0.29
8670,1.27,1.82,1.74,0.29
8675,1.27,1.82,1.74,0.29
8680,1.27,1.82,1.74,0.29
8685,1.27,1.82,1.74,0.29
8690,1.27,1.82,1.74,0.29
8695,1.27,1.82,1.74,0.29
8700,1.27,1.82,1.74,0.29
8705,1.27,1.82,1.74,0.29
8710,1.27,1.82,1.74,0.29
8715,1.27,1.82,1.74,0.29
8720,1.27,1.82,1.74,0.29
8725,1.27,1.82,1.74,0.29
8730,1.27,1.82,1.74,0.29
8735,1.27,1.82,1.74,0.29
8740,1.27,1.82,1.74,0.29
8745,1.27,1.82,1.74,0.29
8750,1.27,1.82,1.74,0.29
8755,1.27,1.82,1.74,0.29
8760,1.27,1.82,1.74,0.29
8765,1.27,1.82,1.74,0.29
8770,1.27,1.82,1.74,0.29
8775,1.27,1.82,1.74,0.29
8780,1.27,1.82,1.74,0.29
8785,1.27,1.82,1.74,0.29
8790,1.27,1.82,1.74,0.29
8795,1.27,1.82,1.74,0.29
8800,1.27,1.82,1.74,0.29
8805,1.27,1.82,1.74,0.29
8810,1.27,1.82,1.74,0.29
8815,1.27,1.82,1.74,0.29
8820,1.27,1.82,1.74,0.29
8825,1.27,1.82,1.74,0.29
8830,1.27,1.82,1.74,0.29
8835,1.27,1.82,1.74,0.29
8840,1.27,1.82,1.74,0.29
8845,1.27,1.82,1.74,0.29
8850,1.27,1.82,1.74,0.29
8855,1.27,1.82,1.74,0.29
8860,1.27,1.82,1.74,0.29
8865,1.27,1.82,1.74,0.29
8870,1.27,1.82,1.74,0.29
8875,1.27,1.82,1.74,0.29
8880,1.27,1.82,1.74,0.29
8885,1.27,1.82,1.74,0.29
8890,1.27,1.82,1.74,0.29
8895,1.27,1.82,1.74,0.29
8900,1.27,1.82,1.74,0.29
8905,1.27,1.82,1.74,0.29
8910,1.27,1.82,1.74,0.29
8915,1.27,1.82,1.74,0.29
8920,1.27,1.82,1.74,0.29
8925,1.27,1.82,1.74,0.29
8930,1.27,1.82,1.74,0.29
8935,1.27,1.82,1.74,0.29
8940,1.27,1.82,1.74,0.29
8945,1.27,1.82,1.74,0.29
8950,1.27,1.82,1.74,0.29
8955,1.27,1.82,1.74,0.29
8960,1.27,1.82,1.74,0.29
8965,1.27,1.82,1.74,0.29
8970,1.27,1.82,1.74,0.29
8975,1.27,1.82,1.74,0.29
8980,1.27,1.82,1.74,0.29
8985,1.27,1.82,1.74,0.29
8990,1.27,1.82,1.74,0.29
8995,1.27,1.82,1.74,0.29
9000,1.02,1.85,1.66,0.28
9005,1.02,1.85,1.66,0.28
9010,1.02,1.85,1.66,0.28
9015,1.02,1.85,1.66,0.28
9020,1.02,1.85,1.66,0.28
9025,1.02,1.85,1.66,0.28
9030,1.02,1.85,1.66,0.28
9035,1.02,1.85,1.66,0.28
9040,1.02,1.85,1.66,0.28
9045,1.02,1.85,1.66,0.28
9050,1.02,1.85,1.66,0.28
9055,1.02,1.85,1.66,0.28
9060,1.02,1.85,1.66,0.28
9065,1.02,1.85,1.66,0.28
9070,1.02,1.85,1.66,0.28
9075,1.02,1.85,1.66,0.28
9080,1.02,1.85,1.66,0.28
9085,1.02,1.85,1.66,0.28
